"","state","district_id","cand_id","incumbent","party","primary_votes","primary_percent","runoff_votes","runoff_percent","general_votes","general_percent","won","footnotes","cand_name","cand_ici","pty_cd","cand_pty_affiliation","ttl_receipts","trans_from_auth","ttl_disb","trans_to_auth","coh_bop","coh_cop","cand_contrib","cand_loans","other_loans","cand_loan_repay","other_loan_repay","debts_owed_by","ttl_indiv_contrib","cand_office_st","cand_office_district","other_pol_cmte_contrib","pol_pty_contrib","cvg_end_dt","indiv_refunds","cmte_refunds"
"694","NV","02","H6NV02255",FALSE,"DEM",8983,0.357617739559696,NA,NA,NA,NA,FALSE,NA,"SHEPHERD, RICK","C",1,"DEM",8754.29,0,6810.12,0,1298.65,2551.81,4457.2,0,0,0,0,0,4294.09,"NV","02",0,0,2016-12-31,0,0
"695","NV","02","H4NV02136",FALSE,"DEM",4803,0.191209841156097,NA,NA,NA,NA,FALSE,NA,"ALM, VANCE STEVEN","C",1,"DEM",10791.45,0,10773.84,0,0,17.61,1113.59,0,0,0,0,0,9677.86,"NV","02",0,0,2016-07-07,0,0
"696","NV","03","H6NV03139",FALSE,"DEM",14221,0.621873360153927,NA,NA,146869,0.472303778906172,TRUE,NA,"ROSEN, JACKY","O",1,"DEM",1730753.77,0,1715492.88,0,0,15260.89,0,35000,0,20000,0,43321,1158375.65,"NV","03",522378.97,14999.15,2016-12-31,18726.58,0
"697","NV","03","H6NV03089",FALSE,"DEM",2928,0.12803918138884,NA,NA,NA,NA,FALSE,NA,"SBAIH, JESSE","O",1,"DEM",772671.68,0,772671.68,0,0,0,45953.11,5e+05,0,5e+05,0,0,220878.77,"NV","03",0,0,2016-07-31,28650,0
"698","NV","03","H6NV03147",FALSE,"DEM",1208,0.0528249081686199,NA,NA,NA,NA,FALSE,NA,"SINGER, ALEX CHANNING","O",1,"DEM",4864.97,0,3559.88,0,0,878.24,0,0,0,0,0,0,4864.97,"NV","03",0,0,2016-12-31,0,0
"699","NV","03","H2NV04045",FALSE,"REP",9002,0.319832302991544,NA,NA,142926,0.459623813765625,FALSE,NA,"TARKANIAN, DANNY","O",2,"REP",2081375.71,3915,2074061.09,0,0,7314.62,30555.59,145134.2,0,118463,0,55923.97,1479435.53,"NV","03",412298,10000,2016-12-31,36075,0
"700","NV","03","H6NV03063",FALSE,"REP",6759,0.240140694947772,NA,NA,NA,NA,FALSE,NA,"ROBERSON, MICHAEL","O",2,"REP",977617.22,0,977617.22,0,0,0,0,0,0,0,0,0,778453,"NV","03",197700,0,2016-12-31,121067.74,26000
"701","NV","03","H6NV03105",FALSE,"REP",5124,0.182050735450863,NA,NA,NA,NA,FALSE,NA,"FIORE, MICHELE","O",2,"REP",520944.4,0,517827.41,0,0,3116.99,0,0,0,0,0,0,510944.4,"NV","03",10000,0,2016-12-31,10800,5000
"702","NV","03","H6NV03071",FALSE,"REP",3975,0.141227883180559,NA,NA,NA,NA,FALSE,NA,"MATTHEWS, ANDREW","O",2,"REP",255488.7,0,255512.28,0,0,-23.58,132,0,0,0,0,2207.51,234719.62,"NV","03",0,0,2016-12-01,800,0
"703","NV","03","H6NV03121",FALSE,"REP",1569,0.0557450437007035,NA,NA,NA,NA,FALSE,NA,"BOWERS, KERRY DALE","O",2,"REP",23463.21,0,23449.21,0,0,-455.86,23463.21,0,0,0,0,0,0,"NV","03",0,0,2016-06-30,0,0
"704","NV","03","H4NV01153",FALSE,"REP",1336,0.0474667803595538,NA,NA,NA,NA,FALSE,NA,"TEIJEIRO, ANNETTE","O",2,"REP",150819.76,0,146854.68,75,-6393.23,-2438.92,31.11,103812.09,0,1e+05,0,11836.24,41851.56,"NV","03",5075,0,2016-12-31,0,0
"705","NV","04","H2NV00050",FALSE,"DEM",12221,0.399352983465133,NA,NA,128985,0.485186912723908,TRUE,NA,"KIHUEN, RUBEN","C",1,"DEM",2248239.36,16803.7,2238399.73,0,6654.37,16494,515.23,0,0,0,0,56451.76,1592392.68,"NV","04",613767.41,11064.14,2016-12-31,25020.68,1000
"706","NV","04","H6NV04012",FALSE,"DEM",7854,0.256649892163911,NA,NA,NA,NA,FALSE,NA,"FLORES, LUCY","C",1,"DEM",1124150.45,0,1124150.45,0,0,0,0,0,0,0,0,0,1075709.86,"NV","04",47360.75,0,2016-12-29,24103.75,0
"707","NV","04","H6NV04020",FALSE,"DEM",6407,0.209365400954186,NA,NA,NA,NA,FALSE,NA,"LEE, SUSIE","C",1,"DEM",1651680.38,0,1651680.38,0,0,0,23330.7,655000,0,3525.27,0,0,949552.88,"NV","04",21750,0,2016-09-30,153834.42,0
"708","NV","04","H6NV04053",FALSE,"DEM",773,0.0252597869420299,NA,NA,NA,NA,FALSE,NA,"SCHAEFER, J MICHAEL","C",1,"DEM",41501,0,41501,0,41501,0,0,41501,0,41501,0,0,0,"NV","04",0,0,2016-06-30,0,0
"709","NV","04","H6NV04046",FALSE,"DEM",336,0.0109796745310764,NA,NA,NA,NA,FALSE,NA,"ROLLE, DANIEL","C",1,"DEM",8131.68,0,7873.21,0,0,-1375.81,1074.97,1865,0,0,0,2469.02,4961.36,"NV","04",0,0,2016-09-30,0,0
"710","NV","04","H4NV04017",TRUE,"REP",18610,0.767865984485889,NA,NA,118328,0.445099794617937,FALSE,NA,"HARDY, CRESENT","I",2,"REP",1892629.38,125336.09,1931341.23,0,62864.02,24152.17,0,0,0,35000,0,0,871829.19,"NV","04",890945,250,2016-12-31,11850,4000
"711","NH","01","H6NH01230",TRUE,"DEM",32409,0.988229913096509,NA,NA,162080,0.442860890093556,TRUE,NA,"SHEA-PORTER, CAROL","C",1,"DEM",1537929.58,0,1554745.36,0,20631.63,3815.85,0,0,0,0,0,0,1024242.71,"NH","01",491847.13,10000,2016-12-31,12627.5,1150
"712","NH","01","H0NH01225",FALSE,"W(D)",88,0.00268333587437109,NA,NA,NA,NA,FALSE,NA,"ASHOOH, RICHARD E","C",2,"REP",318115.22,0,318973.17,0,1301.86,443.88,0,0,0,0,0,64142.61,309575.22,"NH","01",7500,0,2016-12-31,48900,0
"713","NH","01","H0NH01217",FALSE,"W(D)",59,0.00179905473395335,NA,NA,NA,NA,FALSE,NA,"GUINTA, FRANK","I",2,"REP",1540561.73,30379.84,1545515.37,0,18774.31,13820.67,0,0,0,0,0,21787.89,643906.09,"NH","01",784126.16,500,2016-12-31,12250,13750
"714","NH","01","H0NH01217",FALSE,"REP",26400,0.464706917796163,NA,NA,157176,0.429461397219551,FALSE,NA,"GUINTA, FRANK","I",2,"REP",1540561.73,30379.84,1545515.37,0,18774.31,13820.67,0,0,0,0,0,21787.89,643906.09,"NH","01",784126.16,500,2016-12-31,12250,13750
"715","NH","01","H0NH01225",FALSE,"R/W",25678,0.451997887695828,NA,NA,55,0.000150279793652182,FALSE,NA,"ASHOOH, RICHARD E","C",2,"REP",318115.22,0,318973.17,0,1301.86,443.88,0,0,0,0,0,64142.61,309575.22,"NH","01",7500,0,2016-12-31,48900,0
"716","NH","01","H6NH01289",FALSE,"REP",1031,0.0181482133427214,NA,NA,NA,NA,FALSE,NA,"GRADERT, JAMIESON HALE","C",2,"REP",190,0,179.82,0,0,10.18,190,0,0,0,0,0,0,"NH","01",0,0,2015-09-30,0,0
"717","NH","01","H6NH01230",TRUE,"W(R)",49,0.000862524203485302,NA,NA,NA,NA,FALSE,NA,"SHEA-PORTER, CAROL","C",1,"DEM",1537929.58,0,1554745.36,0,20631.63,3815.85,0,0,0,0,0,0,1024242.71,"NH","01",491847.13,10000,2016-12-31,12627.5,1150
"718","NH","01","H6NH01271",FALSE,"IND",NA,NA,NA,NA,34735,0.0949085205910641,FALSE,NA,"O'CONNOR, SHAWN PATRICK PATRICK","C",3,"IND",2031306.36,0,2022443.42,0,0,8862.94,0,1753450,0,5e+05,0,635000,256361.42,"NH","01",3500,0,2016-12-31,7350,3500
"719","NH","02","H0NH02181",TRUE,"DEM",36683,0.993257879345825,NA,NA,174495,0.4974301083545,TRUE,NA,"KUSTER, ANN MCLANE","I",1,"DEM",3221019.51,10928.79,2182810.77,2500,30194.38,1068428.12,0,0,0,0,0,0,1982252.21,"NH","02",1189616.55,5001.6,2016-12-31,21172.9,7500
"720","NH","02","H6NH02162",FALSE,"W(D)",19,0.000514459005740279,NA,NA,NA,NA,FALSE,NA,"FLANAGAN, JACK","C",2,"REP",60575.5,0,60575.5,0,0,0,0,20000,0,0,0,20000,40575.5,"NH","02",0,0,2016-12-31,2700,0
"721","NH","02","H6NH02162",FALSE,"REP",12046,0.27829502136999,NA,NA,NA,NA,FALSE,NA,"FLANAGAN, JACK","C",2,"REP",60575.5,0,60575.5,0,0,0,0,20000,0,0,0,20000,40575.5,"NH","02",0,0,2016-12-31,2700,0
"722","NH","02","H0NH02181",TRUE,"W(R)",63,0.001455469562204,NA,NA,NA,NA,FALSE,NA,"KUSTER, ANN MCLANE","I",1,"DEM",3221019.51,10928.79,2182810.77,2500,30194.38,1068428.12,0,0,0,0,0,0,1982252.21,"NH","02",1189616.55,5001.6,2016-12-31,21172.9,7500
"723","NJ","01","H4NJ01084",TRUE,"DEM",56753,0.702919283122159,NA,NA,183231,0.599827153299964,TRUE,NA,"NORCROSS, DONALD W","I",1,"DEM",2431549.03,0,2358006.4,0,25920.04,99462.67,0,249661.83,0,383723.77,0,15161.83,1299124.02,"NJ","01",879714.81,0,2016-12-31,10,0
"724","NJ","01","H6NJ01188",FALSE,"DEM",23986,0.297080716877841,NA,NA,NA,NA,FALSE,NA,"LAW, ALEXANDER","C",1,"DEM",81517.98,0,82783.98,0,1496.96,230.96,0,6600,0,1464.43,0,5135.57,73917.98,"NJ","01",1000,0,2016-12-31,0,0
"725","NJ","01","H6NJ01204",FALSE,"REP",23813,NA,NA,NA,112388,0.367914676583528,FALSE,NA,"PATTERSON, ROBERT W.","C",2,"REP",213282.85,0,209797.03,0,0,3485.82,200,16700,0,1250,0,15450,192336.93,"NJ","01",3000,0,2016-12-31,3700,0
"726","NJ","01","H4NJ01142",FALSE,"WDB",NA,NA,NA,NA,5473,0.0179164770699865,FALSE,NA,"TOMASZEWSKI, SCOT JOHN","C",3,"IND",9984,0,36034,0,0,0,0,9984,0,0,0,31042,0,"NJ","01",0,0,2016-11-28,0,0
"727","NJ","02","H2NJ02037",TRUE,"REP",39913,1,NA,NA,176338,0.592145603519199,TRUE,NA,"LOBIONDO, FRANK A.","I",2,"REP",1598321.69,0,1640946.72,0,393160.22,350535.19,0,0,0,0,0,0,433539.39,"NJ","02",1147307.12,750,2016-12-31,8150,4750
"728","NJ","02","H4NJ02157",FALSE,"DEM",33961,0.810660492206335,NA,NA,110838,0.372195637938851,FALSE,NA,"COLE, DAVID HAGERTY","C",1,"DEM",127884.19,0,127591.76,0,0,86.54,9257.66,32243.6,0,0,0,39538.53,85882.93,"NJ","02",500,0,2016-12-31,206,0
"729","NJ","02","H6NJ02194",FALSE,"MGW",NA,NA,NA,NA,2653,0.00890881310968955,FALSE,NA,"KEENAN, JAMES JR","C",3,"NPA",502.48,0,502.48,0,0,0,202.48,300,0,300,0,0,0,"NJ","02",0,0,2016-11-15,0,0
"730","NJ","03","H4NJ03130",TRUE,"REP",46264,1,NA,NA,194596,0.593171980735231,TRUE,NA,"MACARTHUR, THOMAS","I",2,"REP",1921317.84,1250,1918372.99,0,4385.97,7330.82,0,2e+05,0,0,0,787985.57,814034.98,"NJ","03",882444.25,0,2016-12-31,5075,1600
"731","NJ","03","H4NJ03163",FALSE,"DEM",32963,0.627998247251805,NA,NA,127526,0.38872767176736,FALSE,NA,"LAVERGNE, FREDERICK JOHN","C",1,"DEM",600,0,0,0,0,600,0,0,0,0,0,0,600,"NJ","03",0,0,2016-03-31,0,0
"732","NJ","04","H8NJ04014",TRUE,"REP",41789,0.919773737729454,NA,NA,211992,0.637217299299034,TRUE,NA,"SMITH, CHRISTOPHER H","I",2,"REP",728767.64,0,665374.49,0,208995.79,272388.94,0,0,0,0,0,0,460609.51,"NJ","04",266223.78,510,2016-12-31,2975,500
"733","NJ","04","H6NJ04158",FALSE,"DEM",40528,1,NA,NA,111532,0.335249065178969,FALSE,NA,"PHILLIPSON, LORNA","C",1,"DEM",160233.65,0,160214.3,0,0,19.35,0,9729.49,0,1600,0,8129.49,150504.16,"NJ","04",0,0,2016-12-31,0,0
"734","NJ","05","H6NJ05171",FALSE,"DEM",43250,1,NA,NA,172587,0.511064521573818,TRUE,NA,"GOTTHEIMER, JOSH","C",1,"DEM",4799702.17,0,4720617.11,0,0,79085.06,361.14,0,0,0,0,91028.4,4121121.09,"NJ","05",654733.97,9995.93,2016-12-31,14950,2000
"735","NJ","05","H8NJ05052",TRUE,"REP",42179,0.821962389164962,NA,NA,157690,0.466951534049351,FALSE,NA,"GARRETT, SCOTT REP.","I",2,"REP",2469908.66,392.93,4361463.81,0,1981421.9,89866.75,0,0,0,0,0,0,1682840.91,"NJ","05",746457.51,1800,2016-12-31,26130,4800
"736","NJ","05","H2NJ05261",FALSE,"REP",4884,0.0951768488745981,NA,NA,NA,NA,FALSE,NA,"CINO, MICHAEL J.","C",2,"REP",13797,0,13543,0,20,56,0,11881,0,0,0,17569,1916,"NJ","05",0,0,2016-12-31,0,0
"737","NJ","06","H8NJ03073",TRUE,"DEM",52231,1,NA,NA,167895,0.63732989162412,TRUE,NA,"PALLONE, FRANK JR","I",1,"DEM",2415229.49,5525.84,1879868.25,0,504059.6,1039220.84,0,0,0,0,0,0,808500.15,"NJ","06",1599233.23,1000,2016-12-31,1050,4113.1
"738","NJ","06","H6NJ06229",FALSE,"REP",17856,1,NA,NA,91908,0.348883026173439,FALSE,NA,"SONNEK-SCHMELZ, BRENT J","C",2,"REP",75784.4,0,75669.78,0,0,114.62,29,1300,0,0,0,3715.4,70015.4,"NJ","06",4440,0,2016-12-31,9.95,0
"739","NJ","07","H6NJ12136",TRUE,"REP",31807,0.539046876588821,NA,NA,185850,0.540835479505871,TRUE,NA,"LANCE, LEONARD","I",2,"REP",1120242.4,3531.86,1278475.07,0,318474.65,160241.98,0,0,0,0,0,102434.86,424562.61,"NJ","07",691202.93,0,2016-12-31,1200,0
"740","NJ","07","H6NJ07169",FALSE,"REP",19425,0.329203809782056,NA,NA,NA,NA,FALSE,NA,"LARSEN, DAVID MR.","C",2,"REP",277626.96,0,191257.16,0,0,83669.8,0,239691.2,0,0,0,239691.2,37935.76,"NJ","07",0,0,2016-09-30,3896.4,0
"741","NJ","07","H6NJ07177",FALSE,"REP",7774,0.131749313629122,NA,NA,NA,NA,FALSE,NA,"HEARD, CRAIG P.","C",2,"REP",30739.9,0,29586.34,0,0,1153.56,0,8000,0,0,0,205276.39,22739.9,"NJ","07",0,0,2016-12-31,0,0
"742","NJ","07","H6NJ07151",FALSE,"DEM",46152,1,NA,NA,148188,0.431236631891396,FALSE,NA,"JACOB, PETER MR.","C",1,"DEM",320853.43,0,305973.52,0,0,14879.91,0,185,0,0,0,195.87,313255.87,"NJ","07",6912.56,500,2016-12-31,87.97,0
"743","NJ","08","H6NJ13191",TRUE,"DEM",45988,0.868993405264451,NA,NA,134733,0.770391505469183,TRUE,NA,"SIRES, ALBIO","I",1,"DEM",635397.21,0,582646.82,1e+05,237536.69,290287.08,0,0,0,0,0,0,252378.22,"NJ","08",382421.3,0,2016-12-31,0,2000
"744","NJ","08","H6NJ08159",FALSE,"DEM",6933,0.131006594735549,NA,NA,NA,NA,FALSE,NA,"DELGADO, ELOY JAVIER MR.","C",1,"DEM",14645.49,0,11047.49,0,0,3724.59,0,6260,0,0,0,0,8385.49,"NJ","08",0,0,2016-05-26,0,0
"745","NJ","09","H6NJ08118",TRUE,"DEM",47671,1,NA,NA,162642,0.697310089949495,TRUE,NA,"PASCRELL, WILLIAM J. HON.","I",1,"DEM",1743985.39,0,1370693.18,0,961742.88,1335035.09,0,0,0,0,60000,20000,787431.69,"NJ","09",952078.2,0,2016-12-31,3000,2000
"746","NJ","09","H6NJ09231",FALSE,"REP",12757,1,NA,NA,65376,0.280292571663766,FALSE,NA,"CASTILLO, HECTOR DR.","C",2,"REP",99778.6,0,99778.6,0,0,0,78096.59,0,0,0,0,0,21654.01,"NJ","09",0,0,2016-12-31,0,0
"747","NJ","10","H2NJ10154",TRUE,"DEM",75175,1,NA,NA,190856,0.856736289732506,TRUE,NA,"PAYNE, DONALD M., JR.","I",1,"DEM",538946.11,0,494593.99,0,30620.59,74972.71,0,0,0,0,0,0,140202.29,"NJ","10",399729.84,0,2016-12-31,0,5425
"748","NJ","11","H2NJ05014",TRUE,"REP",44618,0.762349001315632,NA,NA,194299,0.580010865931127,TRUE,NA,"FRELINGHUYSEN, RODNEY P.","I",2,"REP",1994556.82,50777.42,1672002.44,0,147761.58,470315.96,0,0,0,0,0,441079,1010830.65,"NJ","11",924020.34,6045,2016-12-31,800,0
"749","NJ","11","H4NJ11109",FALSE,"REP",13909,0.237650998684368,NA,NA,NA,NA,FALSE,NA,"VAN GLAHN, RICHARD EDWARD","C",2,"REP",44280,0,44229,0,0,0,1675,13000,0,13000,0,0,31230,"NJ","11",0,0,2016-09-30,0,0
"750","NJ","11","H6NJ11120",FALSE,"DEM",8751,0.177728583614282,NA,NA,NA,NA,FALSE,NA,"MCFARLANE, RICHARD","C",1,"DEM",741.03,0,741.03,0,0,0,0,200,0,200,0,0,541.03,"NJ","11",0,0,2016-06-30,0,0
"751","NJ","12","H4NJ12149",TRUE,"DEM",66479,0.936271195988958,NA,NA,181430,0.628581525392019,TRUE,NA,"COLEMAN, BONNIE WATSON","I",1,"DEM",1102180.85,0,1030812.46,0,7644.46,79012.85,0,0,0,0,0,7550,561995.35,"NJ","12",539425,0,2016-12-31,4494.77,1250
"752","NM","01","H8NM01257",TRUE,"DEM",69216,1,NA,NA,181088,0.651473016581105,TRUE,NA,"LUJAN GRISHAM, MICHELLE","I",1,"DEM",1885721.53,0,2038669.08,0,183452.74,30505.19,0,0,0,0,0,0,1004681.73,"NM","01",814675,22.22,2016-12-31,42428.23,0
"753","NM","02","H2NM02126",TRUE,"REP",36722,1,NA,NA,143515,0.62720427240983,TRUE,NA,"PEARCE, STEVAN E.","I",2,"REP",1860536.25,0,975999.4,0,387752.44,1272289.29,0,0,0,0,0,0,1365180.65,"NM","02",487212.1,0,2016-12-31,13000,0
"754","NM","02","H6NM02101",FALSE,"DEM",37455,1,NA,NA,85232,0.372489806264395,FALSE,NA,"SOULES, MERRIE LEE MS.","C",1,"DEM",405438.89,0,409639.54,0,0,-4200.65,0,0,193000,0,0,193000,192938.89,"NM","02",19500,0,2016-12-31,375,0
"755","NM","03","H8NM03196",TRUE,"DEM",76789,1,NA,NA,170612,0.624170453131974,TRUE,NA,"LUJAN, BEN R MR.","I",1,"DEM",2108972.55,0,1876470.93,560000,536686.15,769187.77,0,0,0,0,0,0,685358.67,"NM","03",1422504.89,0,2016-12-31,150,1000
"756","NM","03","H6NM03067",FALSE,"REP",17025,0.620354175776126,NA,NA,102730,0.375829546868026,FALSE,NA,"ROMERO, MICHAEL H","C",2,"REP",98903.73,0,98904.39,0,0,-0.76,0,33000,0,2338,0,30661.85,61317.75,"NM","03",0,4585.98,2016-12-08,0,0
"757","NM","03","H6NM03075",FALSE,"REP",10419,0.379645824223874,NA,NA,NA,NA,FALSE,NA,"LUCERO, MICHAEL GLENN","C",2,"REP",9614,0,5853.49,0,0,3760.51,0,0,0,0,0,0,9614,"NM","03",0,0,2016-05-18,0,0
"758","NY","01","H8NY01148",TRUE,"REP",NA,NA,NA,NA,158409,0.48908271326685,TRUE,NA,"ZELDIN, LEE M","I",2,"REP",4412494.79,261821.51,4086326.31,7831.19,46808.46,373087.74,0,0,0,0,0,9133.53,2822475.86,"NY","01",1302267.28,8150,2016-12-31,5100,2000
"759","NY","01","H8NY01148",TRUE,"CRV",NA,NA,NA,NA,23327,0.0720213652783352,TRUE,NA,"ZELDIN, LEE M","I",2,"REP",4412494.79,261821.51,4086326.31,7831.19,46808.46,373087.74,0,0,0,0,0,9133.53,2822475.86,"NY","01",1302267.28,8150,2016-12-31,5100,2000
"760","NY","01","H8NY01148",TRUE,"REF",NA,NA,NA,NA,843,0.00260273549661922,TRUE,NA,"ZELDIN, LEE M","I",2,"REP",4412494.79,261821.51,4086326.31,7831.19,46808.46,373087.74,0,0,0,0,0,9133.53,2822475.86,"NY","01",1302267.28,8150,2016-12-31,5100,2000
"761","NY","01","H8NY01148",TRUE,"IDP",NA,NA,NA,NA,5920,0.0182778103677174,TRUE,NA,"ZELDIN, LEE M","I",2,"REP",4412494.79,261821.51,4086326.31,7831.19,46808.46,373087.74,0,0,0,0,0,9133.53,2822475.86,"NY","01",1302267.28,8150,2016-12-31,5100,2000
"762","NY","01","H6NY01126",FALSE,"DEM",6479,0.512538564986947,NA,NA,126635,0.390981506066875,FALSE,NA,"THRONE-HOLST, ANNA","C",1,"DEM",3897881.86,11643.27,3869132.82,0,0,28749.04,0,0,0,0,0,0,3464873.76,"NY","01",419672.96,0,2016-12-31,25422.56,0
"763","NY","01","H6NY01118",FALSE,"DEM",6162,0.487461435013053,NA,NA,NA,NA,FALSE,NA,"CALONE, DAVID L","C",3,"OTH",1707348.88,0,1524304.78,14,0,183044.1,15199.28,250000,0,0,0,250000,1323557.8,"NY","01",87400,0,2016-12-31,31116.45,0
"764","NY","01","H6NY01126",FALSE,"WEP",2,1,NA,NA,2496,0.00770632004692951,FALSE,NA,"THRONE-HOLST, ANNA","C",1,"DEM",3897881.86,11643.27,3869132.82,0,0,28749.04,0,0,0,0,0,0,3464873.76,"NY","01",419672.96,0,2016-12-31,25422.56,0
"765","NY","01","H6NY01126",FALSE,"WF",NA,NA,NA,NA,6147,0.0189786655963444,FALSE,NA,"THRONE-HOLST, ANNA","C",1,"DEM",3897881.86,11643.27,3869132.82,0,0,28749.04,0,0,0,0,0,0,3464873.76,"NY","01",419672.96,0,2016-12-31,25422.56,0
"766","NY","02","H2NY03089",TRUE,"R/TRP",NA,NA,NA,NA,157571,0.538529366530529,TRUE,NA,"KING, PETER T. HON.","I",2,"REP",1066997.59,0,1310730.13,0,2911844.81,2668111.58,0,0,0,0,0,0,560842,"NY","02",488600,0,2016-12-31,3000,0
"767","NY","02","H2NY03089",FALSE,"CRV",NA,NA,NA,NA,21810,0.0745398930261966,FALSE,NA,"KING, PETER T. HON.","I",2,"REP",1066997.59,0,1310730.13,0,2911844.81,2668111.58,0,0,0,0,0,0,560842,"NY","02",488600,0,2016-12-31,3000,0
"768","NY","02","H2NY03089",FALSE,"REF",NA,NA,NA,NA,2125,0.00726259847229105,FALSE,NA,"KING, PETER T. HON.","I",2,"REP",1066997.59,0,1310730.13,0,2911844.81,2668111.58,0,0,0,0,0,0,560842,"NY","02",488600,0,2016-12-31,3000,0
"769","NY","02","H6NY02124",FALSE,"DEM",NA,NA,NA,NA,102270,0.349527503887626,FALSE,NA,"GREGORY, DUWAYNE","C",1,"DEM",376956.35,0,373519.18,0,0,3437.17,0,0,0,0,0,0,289533.25,"NY","02",86825,97.22,2016-12-31,298.34,0
"770","NY","02","H6NY02124",FALSE,"IDP",NA,NA,NA,NA,3213,0.0109810488901041,FALSE,NA,"GREGORY, DUWAYNE","C",1,"DEM",376956.35,0,373519.18,0,0,3437.17,0,0,0,0,0,0,289533.25,"NY","02",86825,97.22,2016-12-31,298.34,0
"771","NY","02","H6NY02124",FALSE,"WEP",NA,NA,NA,NA,1438,0.00491464310736684,FALSE,NA,"GREGORY, DUWAYNE","C",1,"DEM",376956.35,0,373519.18,0,0,3437.17,0,0,0,0,0,0,289533.25,"NY","02",86825,97.22,2016-12-31,298.34,0
"772","NY","02","H6NY02124",FALSE,"WF",NA,NA,NA,NA,4017,0.0137288743826791,FALSE,NA,"GREGORY, DUWAYNE","C",1,"DEM",376956.35,0,373519.18,0,0,3437.17,0,0,0,0,0,0,289533.25,"NY","02",86825,97.22,2016-12-31,298.34,0
"773","NY","03","H6NY03247",FALSE,"DEM",7142,0.351078995231775,NA,NA,171775,0.529754451756956,TRUE,NA,"SUOZZI, THOMAS","O",1,"DEM",2410013.78,26204.5,2347147.78,0,0,62866,0,0,0,0,0,30379.2,2023394.06,"NY","03",353880.49,1000,2016-12-31,10800,500
"774","NY","03","H6NY03221",FALSE,"DEM",4475,0.219977387799243,NA,NA,NA,NA,FALSE,NA,"STERN, STEVEN","O",1,"DEM",836633.81,0,836633.81,0,0,0,54000,189840,0,6605.4,0,0,576896.99,"NY","03",15000,0,2016-08-31,119350,1000
"775","NY","03","H6NY03254",FALSE,"DEM",4394,0.215995674187681,NA,NA,NA,NA,FALSE,NA,"KAIMAN, JON","O",1,"DEM",447728.45,0,441840.12,0,0,5888.33,0,0,0,0,0,81797.14,439728.45,"NY","03",8000,0,2016-12-31,0,0
"776","NY","03","H6NY03205",FALSE,"DEM",3311,0.162758688492356,NA,NA,NA,NA,FALSE,NA,"KAPLAN, ANNA","O",1,"DEM",826085.88,0,826085.88,0,0,0,12250,354000,0,488.55,0,0,450993,"NY","03",8500,0,2016-09-30,75850,0
"777","NY","03","H6NY03197",FALSE,"REP",NA,NA,NA,NA,133954,0.413114410307968,FALSE,NA,"MARTINS, JACK","O",2,"REP",1179479.64,10075,1148691.2,1046.94,0,30788.44,0,0,0,0,0,0,894045.05,"NY","03",270600,0,2016-12-31,1850,5000
"778","NY","03","H6NY03197",FALSE,"REF",NA,NA,NA,NA,1940,0.00598296397268808,FALSE,NA,"MARTINS, JACK","O",2,"REP",1179479.64,10075,1148691.2,1046.94,0,30788.44,0,0,0,0,0,0,894045.05,"NY","03",270600,0,2016-12-31,1850,5000
"779","NY","03","H6NY03197",FALSE,"CRV",NA,NA,NA,NA,16410,0.0506084736040265,FALSE,NA,"MARTINS, JACK","O",2,"REP",1179479.64,10075,1148691.2,1046.94,0,30788.44,0,0,0,0,0,0,894045.05,"NY","03",270600,0,2016-12-31,1850,5000
"780","NY","04","H4NY04075",TRUE,"DEM",NA,NA,NA,NA,181861,0.581025559105431,TRUE,NA,"RICE, KATHLEEN","I",1,"DEM",2119648.91,104688.38,1662475.22,0,28954.67,486128.36,0,0,0,0,0,0,1390449.16,"NY","04",598540.31,36.94,2016-12-31,7731.89,5000
"781","NY","04","H4NY04075",TRUE,"WEP",NA,NA,NA,NA,4562,0.0145750798722045,TRUE,NA,"RICE, KATHLEEN","I",1,"DEM",2119648.91,104688.38,1662475.22,0,28954.67,486128.36,0,0,0,0,0,0,1390449.16,"NY","04",598540.31,36.94,2016-12-31,7731.89,5000
"782","NY","04","H6NY03171",FALSE,"R/TRP",NA,NA,NA,NA,111246,0.355418530351438,FALSE,NA,"GURFEIN, DAVID MR.","O",2,"REP",451163.28,0,445990.22,0,0,5173.06,5387.5,0,0,0,0,4609.21,435150.78,"NY","04",10625,0,2016-12-31,10843.52,375
"783","NY","04","H6NY03171",FALSE,"CRV",NA,NA,NA,NA,14137,0.0451661341853035,FALSE,NA,"GURFEIN, DAVID MR.","O",2,"REP",451163.28,0,445990.22,0,0,5173.06,5387.5,0,0,0,0,4609.21,435150.78,"NY","04",10625,0,2016-12-31,10843.52,375
"784","NY","04","H6NY03171",FALSE,"REF",NA,NA,NA,NA,1055,0.00337060702875399,FALSE,NA,"GURFEIN, DAVID MR.","O",2,"REP",451163.28,0,445990.22,0,0,5173.06,5387.5,0,0,0,0,4609.21,435150.78,"NY","04",10625,0,2016-12-31,10843.52,375
"785","NY","05","H8NY06048",TRUE,"DEM",7056,0.817139548349739,NA,NA,197852,0.846052862268177,TRUE,NA,"MEEKS, GREGORY W.","I",1,"DEM",990039.17,0,1031865.64,0,165427.26,123600.79,0,0,0,0,0,0,226597.38,"NY","05",759300,0,2016-12-31,0,0
