	Unnamed: 0	rate	views	length	ratings
1776	3886	4.5	3482	558	8
1777	3887	4.75	50943	437	123
1778	3888	4.75	8079	375	4
1779	3889	0.0	628	104	0
1780	3890	5.0	2543	40	3
1781	3891	4.5	3087	212	8
1782	3892	5.0	215	336	4
1783	3893	5.0	787	56	6
1784	3894	5.0	3479	237	10
1785	3895	4.27	7034	63	11
1786	3896	4.0	1004	15	4
1787	3897	3.67	2794	22	3
1788	3898	4.0	5511	232	13
1789	3899	4.9	21303	192	31
1790	3900	2.68	7042	98	19
1791	3901	3.0	5968	12	2
1792	3902	3.6	1220	259	5
1793	3903	2.75	7793	222	4
1794	3904	5.0	455	149	1
1795	3905	4.67	6593	75	12
1796	3906	4.79	17107	143	39
1797	3907	0.0	321	54	0
1798	3908	5.0	859	86	7
1799	3909	3.88	1056	208	8
1800	3910	5.0	194	65	3
1801	3913	5.0	151	252	2
1802	3914	5.0	202	97	4
1803	3915	0.0	122	158	0
1804	3918	0.0	26	70	0
1805	3919	4.33	1575	76	6
1806	3920	0.0	2638	41	0
1807	3921	4.59	24871	60	37
1808	3922	5.0	3220	57	2
1809	3923	3.0	422	140	2
1810	3926	0.0	204	59	0
1811	3927	2.33	323	68	3
1812	3928	4.68	17278	543	41
1813	3929	4.0	595	59	4
1814	3930	5.0	2265	389	6
1815	3931	0.0	312	33	0
1816	3932	0.0	531	261	0
1817	3933	0.0	79	35	0
1818	3934	4.67	3711	159	3
1819	3935	4.93	4737	166	15
1820	3936	3.2	1656	41	5
1821	3937	1.0	885	51	2
1822	3938	5.0	11149	10	12
1823	3939	4.75	4987	57	8
1824	3942	4.88	2482	305	17
1825	3947	4.88	10144	12	8
1826	3948	5.0	487	59	2
1827	3949	4.43	3164	34	7
1828	3950	4.64	14628	10	11
1829	3951	4.0	1136	10	1
1830	3952	5.0	6191	198	6
1831	3953	1.57	1095	225	7
1832	3954	4.25	1504	98	4
1833	3957	4.5	2090	161	2
1834	3958	2.0	1913	70	1
1835	3959	4.67	1367	600	3
1836	3960	4.2	4405	463	10
1837	3961	4.0	2071	164	4
1838	3962	4.25	1594	200	4
1839	3963	3.75	1585	172	4
1840	3964	4.73	37969	59	15
1841	3965	4.59	355596	192	353
1842	3966	4.5	10481	166	14
1843	3967	4.98	30770	631	62
1844	3968	5.0	6600	269	7
1845	3971	5.0	1140	207	1
1846	3972	3.11	4470	126	9
1847	3973	4.31	8848	130	13
1848	3974	4.8	13598	23	5
1849	3975	5.0	1118	81	1
1850	3978	5.0	7375	164	2
1851	3979	0.0	68	41	0
1852	3980	0.0	83	47	0
1853	3981	0.0	31	13	0
1854	3982	0.0	45	16	0
1855	3983	0.0	32	39	0
1856	3984	0.0	56	43	0
1857	3985	0.0	42	32	0
1858	3986	0.0	30	34	0
1859	3987	0.0	43	36	0
1860	3988	5.0	66	56	1
1861	3989	0.0	158	22	0
1862	3990	5.0	1155	62	4
1863	3991	0.0	21	38	0
1864	3992	0.0	32	34	0
1865	3993	0.0	47	57	0
1866	3994	0.0	47	48	0
1867	3995	0.0	29	37	0
1868	3996	5.0	85	34	1
1869	3997	5.0	2912	102	9
1870	3998	4.71	17480	22	34
1871	3999	3.0	1344	399	2
1872	4002	5.0	4003	60	2
1873	4003	4.92	8029	233	13
1874	4004	4.33	888	395	3
1875	4005	3.39	32312	208	57
1876	4006	5.0	2087	410	3
1877	4007	4.89	24772	168	54
1878	4008	5.0	3214	105	3
1879	4009	4.75	36395	50	55
1880	4010	4.86	3239	72	7
1881	4013	5.0	8190	20	1
1882	4014	0.0	1353	407	0
1883	4015	5.0	1475	79	1
1884	4016	4.86	1737	400	7
1885	4017	0.0	396	10	0
1886	4018	4.75	675	17	4
1887	4019	0.0	164	6	0
1888	4020	4.0	1218	11	1
1889	4021	0.0	103	25	0
1890	4022	4.6	11388	525	20
1891	4027	0.0	425	6	0
1892	4028	5.0	627	401	1
1893	4029	4.92	185729	257	199
1894	4030	5.0	835	240	2
1895	4031	5.0	496	122	3
1896	4032	0.0	1296	207	0
1897	4033	4.86	13819	229	14
1898	4034	4.91	25223	219	22
1899	4035	0.0	413	521	0
1900	4036	0.0	91	428	0
1901	4037	2.38	6924	181	8
1902	4038	4.71	14694	69	17
1903	4039	0.0	115	39	0
1904	4040	0.0	136	195	0
1905	4041	0.0	323	210	0
1906	4042	5.0	330	10	1
1907	4043	4.67	20388	545	15
1908	4044	0.0	223	270	0
1909	4045	3.67	3236	216	3
1910	4046	3.67	1384	363	3
1911	4047	4.0	2528	394	9
1912	4048	5.0	1149	303	2
1913	4049	4.64	7821	307	11
1914	4050	4.2	1738	148	5
1915	4053	4.33	35332	204	18
1916	4054	4.15	6704	133	13
1917	4055	4.38	12724	165	8
1918	4056	4.6	44413	239	15
1919	4057	4.73	25872	252	15
1920	4058	4.17	10474	138	6
1921	4061	4.58	25162	166	12
1922	4062	4.8	15094	481	5
1923	4063	4.71	11200	541	14
1924	4074	4.64	45998	445	39
1925	4075	5.0	17610	125	5
1926	4076	4.69	55829	257	13
1927	4081	4.92	86118	599	36
1928	4082	4.33	9422	541	6
1929	4083	5.0	10184	541	12
1930	4084	4.93	11223	541	15
1931	4085	4.62	40517	274	16
1932	4086	5.0	656	91	1
1933	4087	4.92	87738	99	13
1934	4088	5.0	769	251	3
1935	4089	5.0	164	288	2
1936	4090	5.0	964	128	1
1937	4091	4.0	828	284	1
1938	4092	4.43	495	230	7
1939	4095	5.0	10130	214	2
1940	4096	5.0	3882	59	2
1941	4097	4.86	6465	274	14
1942	4098	5.0	182	273	3
1943	4099	0.0	509	416	0
1944	4100	4.7	27501	233	56
1945	4101	4.29	3513	186	7
1946	4102	5.0	2462	108	3
1947	4103	4.53	43082	273	77
1948	4104	0.0	107	181	0
1949	4107	3.0	679	163	2
1950	4108	5.0	573	133	1
1951	4109	5.0	2649	331	5
1952	4112	4.89	4477	208	19
1953	4113	5.0	1923	208	3
1954	4114	5.0	4492	199	5
1955	4115	5.0	1567	177	5
1956	4116	0.0	387	250	0
1957	4117	0.0	76	203	0
1958	4118	0.0	132	203	0
1959	4119	0.0	167	222	0
1960	4120	4.6	17216	63	10
1961	4121	5.0	1310	92	2
1962	4122	5.0	388	129	3
1963	4123	0.0	255	54	0
1964	4124	4.57	22294	238	23
1965	4125	5.0	960	118	1
1966	4126	0.0	152	200	0
1967	4127	0.0	62	167	0
1968	4128	0.0	405	21	0
1969	4129	4.93	2317	217	15
1970	4130	3.0	371	126	4
1971	4131	1.0	105	63	1
1972	4132	0.0	1195	50	0
1973	4133	0.0	1526	65	0
1974	4134	4.64	4428	72	11
1975	4135	0.0	298	42	0
1976	4136	4.67	592	264	3
1977	4137	0.0	681	338	0
1978	4138	1.0	364	57	3
1979	4139	3.0	291	22	1
1980	4140	3.0	1333	167	2
1981	4143	0.0	144	180	0
1982	4146	4.92	3089	282	13
1983	4147	0.0	74	287	0
1984	4150	4.0	1129	146	2
1985	4151	5.0	12110	248	6
1986	4152	1.0	6200	303	4
1987	4153	4.0	139	103	1
1988	4154	0.0	49	170	0
1989	4155	4.2	7024	187	10
1990	4156	0.0	152	248	0
1991	4157	5.0	931	101	3
1992	4160	5.0	1827	358	4
1993	4161	5.0	7501	159	7
1994	4164	5.0	1906	115	2
1995	4167	4.65	2562	360	31
1996	4168	4.0	349	67	2
1997	4169	0.0	2158	95	0
1998	4170	4.38	11238	20	8
1999	4171	5.0	177	239	1
2000	4172	0.0	62	247	0
2001	4173	0.0	17	291	0
2002	4174	0.0	92	273	0
2003	4175	0.0	4677	227	0
2004	4176	5.0	6830	595	10
2005	4177	5.0	561	247	2
2006	4178	0.0	121	274	0
2007	4179	5.0	7806	237	12
2008	4180	4.87	19599	235	52
2009	4181	4.0	77	167	3
2010	4182	5.0	597	138	83
2011	4183	0.0	22	253	0
2012	4184	5.0	67	399	2
2013	4185	0.0	127	360	0
2014	4186	5.0	57	19	3
2015	4187	3.0	66185	82	17
2016	4188	0.0	19	26	0
2017	4189	5.0	78	125	1
2018	4190	3.69	6469	314	16
2019	4191	4.33	3131	236	12
2020	4192	5.0	6704	47	1
2021	4193	5.0	107	332	3
2022	4194	1.0	445	99	1
2023	4195	5.0	320	264	1
2024	4196	4.5	85771	266	6
2025	4197	3.0	142	247	1
2026	4198	5.0	438	93	5
2027	4199	5.0	2903	198	1
2028	4200	0.0	16	21	0
2029	4201	5.0	3330	253	4
2030	4202	3.67	196	313	3
2031	4203	4.5	740	204	2
2032	4204	5.0	1110	215	1
2033	4205	4.75	79374	275	162
2034	4206	3.77	459534	326	282
2035	4211	0.0	140583	585	0
2036	4224	4.97	126264	109	60
2037	4235	4.93	11431	2648	14
2038	4236	5.0	32718	562	28
2039	4237	4.77	28151	187	31
2040	4238	5.0	6944	2531	11
2041	4239	4.34	68154	554	29
2042	4240	5.0	7439	441	5
2043	4241	4.41	31813	1634	37
2044	4242	4.44	10734	2502	9
2045	4243	4.33	8769	2842	12
2046	4244	5.0	5393	2411	5
2047	4245	4.86	7875	2574	7
2048	4246	4.68	26264	569	22
2049	4277	4.89	184269	452	171
2050	4280	4.64	46449	560	109
2051	4281	4.52	56549	675	106
2052	4282	4.65	50979	602	101
2053	4283	4.27	14229	1169	15
2054	4284	4.59	45787	493	117
2055	4285	4.82	35669	509	73
2056	4286	4.86	32177	431	64
2057	4287	4.71	55607	462	95
2058	4288	4.7	86597	572	105
2059	4289	3.0	4085	36	2
2060	4290	4.64	128430	659	128
2061	4291	4.56	50319	454	89
2062	4292	4.78	46938	533	91
2063	4293	4.97	58573	339	39
2064	4294	4.81	106782	293	69
2065	4295	4.56	5110	591	16
2066	4296	4.94	51266	362	18
2067	4297	4.5	15902	320	8
2068	4298	5.0	20995	54	2
2069	4299	5.0	5694	308	5
2070	4302	5.0	1481	294	4
2071	4303	5.0	9889	131	5
2072	4304	4.0	3636	479	6
2073	4305	4.64	41498	394	14
2074	4306	4.5	12494	345	4
2075	4311	5.0	46877	138	32
2076	4312	5.0	39153	656	12
2077	4315	5.0	24483	565	6
2078	4326	1.25	2977	218	4
2079	4331	4.0	284	208	1
2080	4336	5.0	2537	580	3
2081	4337	1.0	5152	37	6
2082	4338	4.94	18125	381	51
2083	4341	4.96	7659	266	27
2084	4342	4.93	1849	521	14
2085	4343	3.62	6763	25	8
2086	4344	4.44	32755	268	16
2087	4347	4.9	19044	528	62
2088	4352	4.95	6317	239	21
2089	4355	4.64	32311	25	11
2090	4356	5.0	1144	362	3
2091	4357	5.0	945	334	1
2092	4358	5.0	2547	290	2
2093	4359	5.0	1815	263	3
2094	4360	5.0	4080	373	5
2095	4361	0.0	880	255	0
2096	4362	5.0	470	15	4
2097	4363	5.0	2032	466	3
2098	4364	5.0	1468	280	5
2099	4365	5.0	804	313	2
2100	4366	0.0	117	265	0
2101	4367	3.0	664	197	1
2102	4368	5.0	1627	323	1
2103	4371	5.0	1033	217	4
2104	4372	5.0	809	259	5
2105	4373	5.0	1273	462	4
2106	4374	5.0	850	374	1
2107	4375	5.0	1345	15	1
2108	4376	4.0	1151	15	2
2109	4377	5.0	1091	161	1
2110	4378	5.0	1732	146	2
2111	4379	5.0	1348	81	1
2112	4380	0.0	4800	30	0
2113	4381	4.33	2793	317	3
2114	4382	0.0	264	17	0
2115	4383	5.0	421	250	2
2116	4384	4.0	10012	256	2
2117	4385	5.0	578	392	1
2118	4386	0.0	544	137	0
2119	4387	5.0	1916	233	5
2120	4388	4.89	14619	441	9
2121	4389	4.75	8385	283	8
2122	4390	4.81	35963	316	21
2123	4391	4.45	53669	99	29
2124	4392	5.0	13924	379	4
2125	4393	4.22	12482	246	9
2126	4394	4.6	15328	200	10
2127	4395	4.58	19724	252	12
2128	4396	4.93	18243	283	14
2129	4397	4.89	23380	250	44
2130	4398	4.5	133183	277	48
2131	4399	5.0	8602	419	2
2132	4400	4.54	211917	338	57
2133	4403	0.0	229	70	0
2134	4406	5.0	5303	295	8
2135	4407	5.0	284	93	1
2136	4410	4.62	140988	278	37
2137	4411	4.57	66662	276	23
2138	4412	2.0	1694	18	1
2139	4417	0.0	1791	352	0
2140	4418	0.0	1748	330	0
2141	4419	5.0	1640	203	1
2142	4420	4.2	26904	167	10
2143	4457	4.71	54952	51	45
2144	4458	4.65	18927	59	26
2145	4459	4.52	27756	271	33
2146	4460	4.89	89650	240	174
2147	4461	4.75	19551	266	16
2148	4462	3.8	10944	151	20
2149	4465	5.0	3794	28	2
2150	4466	3.5	1230	174	2
2151	4467	5.0	1831	136	5
2152	4468	4.64	1146	328	11
2153	4469	5.0	434	258	5
2154	4470	5.0	473	320	4
2155	4471	0.0	5077	30	0
2156	4472	5.0	344	349	5
2157	4473	4.33	509	298	6
2158	4474	3.02	6600	230	40
2159	4475	3.5	4910	174	2
2160	4476	4.4	3638	163	10
2161	4477	5.0	2039	219	5
2162	4478	4.67	6862	211	12
2163	4481	4.88	1126	194	8
2164	4482	4.5	464	123	2
2165	4483	3.5	195	58	2
2166	4484	5.0	1542	316	11
2167	4485	5.0	775	233	4
2168	4486	4.83	2145	263	12
2169	4487	5.0	451	124	7
2170	4488	5.0	3037	241	2
2171	4489	4.58	4272	295	12
2172	4490	4.71	3568	225	14
2173	4491	5.0	1859	245	6
2174	4492	5.0	794	270	6
2175	4493	4.33	2639	279	6
2176	4494	4.82	23616	227	78
2177	4495	5.0	2618	249	2
2178	4496	5.0	4838	241	1
2179	4497	4.33	442	289	3
2180	4498	4.4	16004	271	48
2181	4499	5.0	530	218	3
2182	4500	4.58	29815	211	65
2183	4501	4.83	44251	131	219
2184	4502	0.0	13399	244	0
2185	4503	4.5	209	187	6
2186	4504	5.0	223	481	2
2187	4505	5.0	137	255	1
2188	4506	0.0	301	30	0
2189	4507	5.0	280	280	6
2190	4508	3.0	339	211	2
2191	4509	4.5	392	80	2
2192	4512	0.0	86	156	0
2193	4513	4.75	39631	261	56
2194	4514	4.92	52152	169	118
2195	4515	0.0	146	42	0
2196	4516	4.88	6991	227	8
2197	4521	5.0	8438	12	18
2198	4522	4.86	19343	24	44
2199	4523	0.0	146	166	0
2200	4524	2.0	135	216	1
2201	4525	4.58	55586	364	116
2202	4530	5.0	178	158	3
2203	4531	5.0	148	217	3
2204	4534	4.2	161	111	5
2205	4535	4.0	348	109	4
2206	4536	4.57	525	184	7
2207	4537	0.0	18	222	0
2208	4538	4.0	619	329	1
2209	4539	4.87	33759	212	45
2210	4540	4.88	7526	130	32
2211	4541	5.0	918	332	3
2212	4542	5.0	237	142	4
2213	4543	5.0	524	217	1
2214	4544	5.0	936	158	2
2215	4545	5.0	159	111	4
2216	4546	5.0	217	215	3
2217	4547	5.0	1185	162	7
2218	4548	3.71	794	111	7
2219	4549	4.63	45765	94	35
2220	4552	5.0	3081	60	2
2221	4553	4.0	12460	156	8
2222	4556	5.0	202	273	4
2223	4557	3.4	352	241	5
2224	4558	5.0	210	133	4
2225	4561	4.0	168	191	4
2226	4562	4.42	7454	268	19
2227	4565	0.0	76	34	0
2228	4566	3.0	5139	41	1
2229	4567	5.0	273	157	2
2230	4572	4.0	100	220	2
2231	4573	5.0	258	241	5
2232	4574	5.0	461	207	6
2233	4575	5.0	396	199	2
2234	4576	5.0	1872	6	1
2235	4577	4.67	8744	20	12
2236	4578	4.75	14966	33	8
2237	4579	4.41	25149	91	309
2238	4580	5.0	281	241	1
2239	4581	4.88	8003	264	34
2240	4582	4.96	34085	289	103
2241	4583	5.0	170	84	4
2242	4584	3.15	3511	200	33
2243	4587	0.0	1728	70	0
2244	4588	5.0	261	123	1
2245	4591	5.0	183	159	1
2246	4592	5.0	369	55	2
2247	4593	5.0	239	22	1
2248	4594	5.0	184	216	4
2249	4595	5.0	264	151	2
2250	4596	3.8	1892	174	15
2251	4597	4.67	1453	232	3
2252	4598	5.0	1013	261	20
2253	4599	5.0	5226	11	5
2254	4602	5.0	216	201	3
2255	4603	5.0	1419	229	3
2256	4604	5.0	216	166	1
2257	4605	5.0	277	46	3
2258	4606	0.0	729	26	0
2259	4607	5.0	375	173	3
2260	4608	5.0	747	29	5
2261	4609	0.0	460	38	0
2262	4610	3.88	2908	63	8
2263	4611	4.08	1894	482	13
2264	4618	4.8	5390	202	41
2265	4619	4.7	11997	275	33
2266	4624	0.0	232	230	0
2267	4625	4.43	1448	192	7
2268	4626	5.0	639	206	1
2269	4627	5.0	133	5	2
2270	4628	3.88	3463	232	8
2271	4629	4.8	1403	420	5
2272	4632	1.5	344	209	4
2273	4633	5.0	224	230	2
2274	4634	5.0	223	230	1
2275	4635	5.0	236	230	2
2276	4636	5.0	156	230	2
2277	4637	4.79	22503	660	136
2278	4638	4.33	863	344	3
2279	4639	4.85	5559	155	27
2280	4642	5.0	207	660	6
2281	4643	4.82	8880	660	49
2282	4644	4.67	4075	344	15
2283	4647	4.33	460	256	3
2284	4648	4.92	1975	283	12
2285	4649	0.0	101	516	0
2286	4650	4.9	2758	272	29
2287	4651	0.0	418	272	0
2288	4654	4.6	7691	283	30
2289	4655	4.58	2561	356	19
2290	4656	4.0	100	444	1
2291	4657	4.83	833	458	6
2292	4658	0.0	6	136	0
2293	4659	5.0	82	355	1
2294	4660	5.0	5975	307	18
2295	4661	5.0	1727	360	8
2296	4662	5.0	182	411	1
2297	4663	4.77	12406	360	47
2298	4666	0.0	164	375	0
2299	4667	0.0	131	354	0
2300	4670	0.0	20	523	0
2301	4671	4.83	9969	138	35
2302	4672	3.0	104	595	1
2303	4673	5.0	3686	81	8
2304	4674	4.6	2375	64	15
2305	4675	3.64	2626	130	25
2306	4676	5.0	1040	552	9
2307	4677	5.0	383	65	1
2308	4678	5.0	246	65	4
2309	4681	5.0	202	65	1
2310	4682	5.0	334	65	6
2311	4683	4.96	12487	136	24
2312	4684	4.75	508	485	8
2313	4685	3.89	2258	293	9
2314	4686	4.0	2554	239	6
2315	4687	4.91	23219	273	54
2316	4688	5.0	819	53	5
2317	4689	4.53	2203	340	17
2318	4690	4.5	1335	306	6
2319	4691	4.88	1089	632	8
2320	4692	5.0	158	534	4
2321	4693	4.5	470	425	8
2322	4694	5.0	101	366	6
2323	4695	5.0	350	68	6
2324	4696	5.0	318	483	2
2325	4697	5.0	388	283	1
2326	4698	5.0	306	233	2
2327	4699	5.0	754	658	6
2328	4700	5.0	344	72	2
2329	4701	0.0	295	68	0
2330	4702	5.0	310	543	2
2331	4703	5.0	278	360	2
2332	4704	5.0	316	356	2
2333	4705	4.86	1769	628	35
2334	4706	5.0	595	397	2
2335	4707	5.0	814	248	10
2336	4708	0.0	55	502	0
2337	4709	0.0	49	484	0
2338	4710	4.62	957	248	21
2339	4711	5.0	46	543	1
2340	4712	0.0	56	525	0
2341	4713	5.0	246	629	2
2342	4714	5.0	2052	233	8
2343	4715	5.0	2337	83	11
2344	4718	0.0	113	83	0
2345	4725	0.0	72	338	0
2346	4750	0.0	30	601	0
2347	4753	4.33	1928	82	6
2348	4754	5.0	8217	21	13
2349	4755	4.67	1548	660	18
2350	4756	4.5	1492	355	8
2351	4757	4.67	874	360	6
2352	4758	4.0	735	248	2
2353	4759	4.33	751	149	6
2354	4760	5.0	1437	72	3
2355	4761	4.17	11155	35	24
2356	4762	5.0	1071	68	2
2357	4763	4.2	951	354	5
2358	4764	4.0	897	35	2
2359	4765	4.89	15173	245	19
2360	4766	5.0	6640	599	32
2361	4767	4.49	14635	427	35
2362	4768	4.0	1127	478	4
2363	4769	5.0	938	475	2
2364	4770	4.69	7222	428	29
2365	4771	5.0	213	586	1
2366	4772	5.0	135	456	1
2367	4773	4.0	1129	99	2
2368	4776	5.0	76	519	2
2369	4777	3.67	2981	22	3
2370	4778	5.0	853	599	1
2371	4779	4.5	248	525	2
2372	4800	0.0	501	581	0
2373	4803	4.83	2131	472	6
2374	4804	0.0	361	316	0
2375	4805	4.54	5374	452	13
2376	4806	0.0	28	138	0
2377	4807	5.0	147	288	2
2378	4808	4.43	1120	1291	7
2379	4809	0.0	19	368	0
2380	4810	5.0	1844	284	2
2381	4811	0.0	14	183	0
2382	4814	3.5	530	457	8
2383	4817	4.84	64909	157	184
2384	4818	4.85	83888	139	186
2385	4819	4.89	34211	179	105
2386	4820	5.0	18990	111	43
2387	4821	4.92	32479	118	79
2388	4822	4.8	82609	122	229
2389	4823	5.0	21138	133	52
2390	4824	4.74	64541	302	127
2391	4825	4.75	15399	78	28
2392	4826	4.9	72979	233	141
2393	4827	4.71	15411	41	34
2394	4828	4.88	12344	164	42
2395	4829	4.59	10256	194	32
2396	4830	4.73	88251	155	246
2397	4831	4.0	40413	102	87
2398	4832	4.98	15993	177	48
2399	4833	4.09	3822	143	23
2400	4834	4.61	16223	79	33
2401	4835	4.85	24808	124	74
2402	4838	4.88	11252	77	41
2403	4839	4.7	3606	163	10
2404	4842	4.84	27745	302	32
2405	4847	4.91	25077	638	100
2406	4848	4.92	16929	267	73
2407	4849	5.0	7418	20	1
2408	4850	4.86	16473	122	35
2409	4851	5.0	4589	274	5
2410	4852	5.0	5380	550	2
2411	4853	5.0	11586	122	3
2412	4854	0.0	1424	20	0
2413	4857	4.9	11708	155	29
2414	4858	4.88	9937	383	34
2415	4859	4.67	2363	279	6
2416	4862	4.79	11206	20	28
2417	4863	4.73	7969	122	15
2418	4864	5.0	3377	21	4
2419	4869	4.76	29262	122	55
2420	4874	5.0	745	571	4
2421	4875	5.0	2215	543	7
2422	4890	4.6	2056	60	5
2423	4891	4.85	6999	90	26
2424	4892	5.0	5432	167	19
2425	4901	5.0	19699	390	9
2426	4902	4.46	19888	414	13
2427	4905	4.96	43005	563	107
2428	4906	4.9	37050	573	114
2429	4907	4.85	33594	495	92
2430	4908	4.93	30643	575	86
2431	4909	4.93	15552	575	15
2432	4910	4.93	34012	496	90
2433	4911	4.69	18085	495	13
2434	4914	4.93	38832	525	115
2435	4915	5.0	19856	469	5
2436	4916	4.8	18002	425	10
2437	4917	4.9	37544	338	84
2438	4918	4.76	6373	643	29
2439	4919	3.86	18426	569	7
2440	4920	4.43	13677	432	14
2441	4921	4.92	68796	519	155
2442	4924	4.58	18991	338	12
2443	4929	4.85	32242	414	68
2444	4930	4.92	26422	530	85
2445	4933	4.99	80305	543	93
2446	4936	5.0	9391	426	6
2447	4937	4.94	28177	569	63
2448	4938	4.88	20946	454	65
2449	4941	4.88	36989	274	91
2450	4942	4.4	28736	397	15
2451	4943	4.91	128076	534	343
2452	4944	4.0	4946	397	2
2453	4945	4.87	34292	431	95
2454	4946	4.92	26829	390	71
2455	4947	0.0	174	164	0
2456	4948	5.0	324	134	1
2457	4953	5.0	137	34	1
2458	4954	5.0	280	39	1
2459	4955	4.81	317558	363	100
2460	4956	0.0	70	73	0
2461	4957	5.0	687	50	2
2462	4958	5.0	258	18	2
2463	4959	5.0	125	164	1
2464	4960	0.0	46	262	0
2465	4961	0.0	94	11	0
2466	4962	4.95	13257	231	57
2467	4963	0.0	33	250	0
2468	4964	4.29	377474	52	266
2469	4965	5.0	350	160	2
2470	4966	4.5	2582	114	10
2471	4973	4.76	836	615	17
2472	4974	5.0	155	32	1
2473	4975	3.5	61	170	2
2474	4976	5.0	188	191	1
2475	4981	3.25	1772	556	4
2476	4982	5.0	535	409	4
2477	4983	5.0	865	526	6
2478	4984	4.33	6644	375	18
2479	4985	5.0	591	396	2
2480	4986	4.87	34500	378	91
2481	4987	5.0	560	290	4
2482	4988	5.0	150	506	1
2483	4991	5.0	1157	509	6
2484	4992	5.0	326	451	1
2485	4993	5.0	896	470	1
2486	4994	5.0	1488	56	8
2487	4995	3.25	929	68	4
2488	4996	4.73	39941	27	115
2489	4997	4.41	8610	52	27
2490	4998	4.68	9547	55	19
2491	4999	5.0	6688	40	6
2492	5002	4.94	26471	282	83
2493	5009	5.0	12758	282	40
2494	5010	4.31	3297	149	16
2495	5011	3.67	1706	96	3
2496	5012	5.0	2246	176	8
2497	5013	5.0	13261	27	34
2498	5014	4.64	8741	14	11
2499	5015	3.91	3317	113	11
2500	5016	2.5	2190	176	10
2501	5017	0.0	137	141	0
2502	5018	4.78	15926	227	32
2503	5019	4.17	7094	154	6
2504	5020	5.0	6936	202	9
2505	5021	4.88	2534	182	8
2506	5022	4.84	14637	124	25
2507	5023	5.0	654	177	2
2508	5024	0.0	203	177	0
2509	5025	4.9	7127	296	10
2510	5026	4.67	1064	177	3
2511	5027	5.0	628	177	3
2512	5028	3.33	3420	31	3
2513	5031	4.77	36331	248	57
2514	5032	4.92	23280	241	95
2515	5033	5.0	3833	27	15
2516	5034	4.82	31681	174	71
2517	5035	4.66	23388	161	32
2518	5036	3.45	9918	22	20
2519	5037	4.88	23192	233	52
2520	5038	5.0	482	318	2
2521	5039	4.52	11358	187	21
2522	5040	4.14	3596	27	7
2523	5041	5.0	477	506	4
2524	5042	0.0	120	9	0
2525	5043	3.73	10381	52	11
2526	5044	4.62	274828	270	834
2527	5047	4.93	17731	600	73
2528	5048	4.87	4116	90	31
2529	5053	4.89	1394	73	9
2530	5058	4.9	833	161	10
2531	5059	5.0	748	43	1
2532	5060	5.0	13446	600	82
2533	5061	4.93	6358	600	45
2534	5062	4.91	6902	600	47
2535	5063	4.92	4272	600	49
2536	5064	4.98	3893	600	43
2537	5067	0.0	846	572	0
2538	5068	4.41	30817	385	27
2539	5071	5.0	1041	147	5
2540	5072	3.8	6998	191	15
2541	5073	4.8	8004	127	10
2542	5074	5.0	662	110	1
2543	5075	3.0	706	318	1
2544	5076	2.78	2718	171	9
2545	5079	0.0	281	372	0
2546	5082	5.0	4022	151	7
2547	5087	0.0	165	32	0
2548	5088	4.86	4043	278	14
2549	5089	5.0	1166	368	8
2550	5090	5.0	4201	601	46
2551	5091	4.91	1637	644	23
2552	5092	5.0	1300	542	22
2553	5093	5.0	1209	557	23
2554	5094	4.85	1699	534	13
2555	5095	5.0	1249	452	14
2556	5096	5.0	1152	395	22
2557	5097	5.0	674	537	6
2558	5098	5.0	758	419	6
2559	5099	5.0	723	349	8
2560	5100	5.0	321	85	3
2561	5101	0.0	329	529	0
2562	5124	5.0	708	116	2
2563	5129	5.0	11998	417	23
2564	5130	5.0	209	263	5
2565	5131	5.0	583	155	2
2566	5134	1.0	74	48	1
2567	5135	4.78	9440	234	27
2568	5138	5.0	3655	314	10
2569	5139	4.94	5147	896	17
2570	5140	5.0	353	209	1
2571	5141	4.7	2216	80	10
2572	5142	0.0	1498	225	0
2573	5143	5.0	6217	191	13
2574	5144	4.0	829	203	2
2575	5145	4.0	188	242	1
2576	5146	4.8	9561	221	15
2577	5147	4.86	5561	170	29
2578	5148	4.56	2707	166	9
2579	5149	4.9	7024	126	10
2580	5150	4.87	8724	132	30
2581	5151	5.0	1749	157	10
2582	5152	4.92	6057	208	53
2583	5159	3.0	457	51	2
2584	5170	5.0	918	390	2
2585	5177	2.33	788	537	3
2586	5182	5.0	750	169	6
2587	5183	4.2	773	389	5
2588	5184	4.43	715	331	7
2589	5185	5.0	1121	349	1
2590	5186	5.0	1726	118	8
2591	5187	4.93	4084	216	15
2592	5188	5.0	257	46	1
2593	5189	5.0	268	144	1
2594	5190	4.6	1366	590	10
2595	5191	4.8	591	109	5
2596	5192	4.87	41799	238	166
2597	5193	5.0	1676	97	13
2598	5194	5.0	590	23	2
2599	5195	4.66	8446	262	32
2600	5196	5.0	1159	250	3
2601	5197	4.58	4662	163	24
2602	5198	4.73	22911	216	73
2603	5199	4.5	686	284	2
2604	5200	4.43	8695	404	21
2605	5201	5.0	2249	351	8
2606	5202	4.78	38304	399	100
2607	5203	4.7	30583	283	119
2608	5204	5.0	973	416	1
2609	5205	4.95	4657	586	21
2610	5206	5.0	2317	372	9
2611	5207	4.75	4103	279	20
2612	5210	3.86	943	52	7
2613	5211	4.56	1568	288	9
2614	5212	5.0	425	586	4
2615	5221	5.0	4943	161	5
