"","rate","views","length","ratings"
"4930",1,15525,7,2
"4931",3.43,34615,10,7
"4932",1,7929,10,2
"4933",2.88,34093,11,17
"4934",3.75,47649,54,4
"4935",0,385,526,0
"4936",5,7429,247,8
"4937",4.4,60896,39,25
"4938",5,608,162,1
"4939",0,412,100,0
"4940",5,332,110,1
"4941",4.56,3332,83,9
"4942",0,298,30,0
"4943",0,135,86,0
"4944",5,608,376,1
"4945",5,75,58,1
"4946",4,27089,146,33
"4947",5,295,93,2
"4948",3.44,29052,22,39
"4949",4,6512,128,8
"4950",4.14,3859,81,7
"4951",5,9199,304,16
"4952",4.5,7337,26,2
"4953",4.89,69370,589,35
"4954",4.89,3192,182,38
"4955",4.79,22939,644,19
"4956",5,3827,516,3
"4957",5,5785,610,1
"4958",1,14303,11,11
"4959",5,1048,6,1
"4960",4.5,6983,15,8
"4961",2.33,3136,155,15
"4962",3.4,5186,316,10
"4963",4,732,28,2
"4964",5,1107,217,1
"4965",5,1585,13,1
"4966",2.64,4169,3,11
"4967",4.5,131246,52,167
"4968",5,496,21,2
"4969",4.86,952,101,7
"4970",4.88,1462,215,43
"4971",0,866,27,0
"4972",5,523,120,4
"4973",4.67,30351,181,43
"4974",5,6335,398,13
"4975",5,3395,211,4
"4976",2.67,2162,250,3
"4977",5,1621,16,5
"4978",5,1567,172,3
"4979",0,439,105,0
"4980",4.6,16961,139,43
"4981",5,1420,135,4
"4982",0,111,23,0
"4983",5,653,251,2
"4984",5,3234,110,3
"4985",4.67,2689,66,6
"4986",5,8970,389,21
"4987",4.78,13657,165,9
"4988",5,954,50,1
"4989",4.8,2376,183,10
"4990",4.17,5700,59,6
"4991",5,777,62,1
"4992",5,2319,96,8
"4993",5,3709,386,2
"4994",0,140,25,0
"4995",0,53,135,0
"4996",4,167,19,1
"4997",0,32,110,0
"4998",3,283,6,2
"4999",5,405,123,1
"5000",0,49,11,0
"5001",4.5,3209,181,10
"5002",0,41,107,0
"5003",3,600,242,2
"5004",0,680,30,0
"5005",4,1307,49,5
"5006",4.36,101172,253,22
"5007",4.33,707,219,6
"5008",0,13,3,0
"5009",0,367,13,0
"5010",4,5577,5,8
"5011",5,1621,210,2
"5012",1,2544,17,1
"5013",4.44,28581,43,34
"5014",4.5,676,395,4
"5015",5,819,51,2
"5016",2.33,2510,443,3
"5017",4.6,894,78,5
"5018",0,57,166,0
"5019",4.5,3618,21,4
"5020",4.18,10387,44,11
"5021",3,855,14,2
"5022",0,296,22,0
"5023",0,196,17,0
"5024",0,132,5,0
"5025",4.72,110501,211,272
"5026",4.67,164,179,3
"5027",4.43,5708,253,7
"5028",5,355,17,1
"5029",5,658,186,1
"5030",5,926,40,1
"5031",5,679,595,2
"5032",3,614,304,2
"5033",3.57,2133,176,14
"5034",4.27,2065,144,11
"5035",4.33,492,32,15
"5036",3.8,1180,463,5
"5037",4.81,4619,545,16
"5038",5,265,107,1
"5039",3.93,19332,600,29
"5040",0,65,145,0
"5041",5,362,108,3
"5042",4.54,14512,240,112
"5043",5,3212,286,13
"5044",0,34,191,0
"5045",5,1647,26,1
"5046",4.31,3316,200,16
"5047",5,80,607,1
"5048",3,322,103,2
"5049",0,532,566,0
"5050",5,440,32,1
"5051",4.87,47846,311,182
"5052",5,464,252,1
"5053",5,97,138,1
"5054",0,3344,82,0
"5055",3.67,589,134,3
"5056",4.75,8397,370,64
"5057",4.82,9177,3048,39
"5058",4.4,2481,367,5
"5059",5,396,233,1
"5060",1,255,109,2
"5061",4.62,1108,102,8
"5062",1,1059,46,4
"5063",3,795,6,2
"5064",1.44,1172,97,9
"5065",3.75,18447,75,56
"5066",4.5,586,4,8
"5067",4.3,22885,246,30
"5068",3.2,11448,132,20
"5069",0,194,541,0
"5070",2.5,114,35,2
"5071",0,61,548,0
"5072",1,1326,276,3
"5073",1,37,145,1
"5074",4.5,2019,79,6
"5075",0,174,102,0
"5076",0,163,41,0
"5077",3.4,11104,46,5
"5078",0,144,74,0
"5079",3.67,2812,135,6
"5080",0,18,157,0
"5081",0,35,344,0
"5082",0,226,71,0
"5083",4.98,1099,634,49
"5084",0,64,436,0
"5085",2,94,36,1
"5086",4.53,47608,107,195
"5087",4.95,35786,316,20
"5088",1,28,124,1
"5089",0,151,308,0
"5090",5,169,564,2
"5091",0,49,272,0
"5092",5,488,93,1
"5093",4.5,611,83,2
"5094",4.71,53105,88,42
"5095",5,106,348,2
"5096",4.5,171,279,4
"5097",5,252,297,14
"5098",5,150,32,1
"5099",0,4,17,0
"5100",0,24,50,0
"5101",0,79,89,0
"5102",4.55,26567,107,11
"5103",5,157,88,1
"5104",4.25,51678,16,24
"5105",0,59,59,0
"5106",4.9,794,206,20
"5107",4.49,9492,132,39
"5108",0,135,5,0
"5109",0,138,57,0
"5110",0,202,112,0
"5111",4,1221,142,4
"5112",0,1684,102,0
"5113",3.67,194,198,3
"5114",0,43,195,0
"5115",0,57,121,0
"5116",0,164,202,0
"5117",0,4915,442,0
"5118",5,727,338,1
"5119",0,29,220,0
"5120",0,7,4,0
"5121",0,69,182,0
"5122",4,21556,299,9
"5123",4.19,168044,224,278
"5124",4.68,1237488,103,328
"5125",4.38,180281,29,37
"5126",2.19,189727,59,89
"5127",1.76,129697,53,74
"5128",0,4224,55,0
"5129",3.22,26339,133,9
"5130",2.33,11094,84,3
"5131",0,12654,26,0
"5132",0,3624,24,0
"5133",4.45,14345,1538,11
"5134",4.79,1807640,98,3801
"5135",5,10586,119,4
"5136",4.66,26856,283,38
"5137",4.59,92614,239,180
"5138",4.23,14876,225,13
"5139",4.9,13211,236,40
"5140",5,2103,107,4
"5141",4.63,24164,256,19
"5142",4.87,8086,298,15
"5143",5,12287,258,12
"5144",4.83,26600,294,58
"5145",4.91,20243,215,44
"5146",4.6,19635,228,15
"5147",4.56,10138,209,9
"5148",4.95,21700,238,19
"5149",4.77,30383,225,22
"5150",4.92,17771,238,13
"5151",4.08,17265,374,12
"5152",4.86,18409,246,35
"5153",3.76,17853,62,25
"5154",5,3935,43,3
"5155",5,6797,138,4
"5156",4.43,6195,208,7
"5157",4.69,29440,248,29
"5158",4.69,249919,100,177
"5159",0,20,10,0
"5160",5,426,61,6
"5161",0,59,36,0
"5162",4,62,26,1
"5163",0,11,19,0
"5164",5,244,30,3
"5165",0,33,6,0
"5166",0,40,44,0
"5167",0,70,48,0
"5168",0,45,4,0
"5169",4,382,70,1
"5170",0,73,34,0
"5171",5,45,14,1
"5172",5,883,105,3
"5173",0,32,18,0
"5174",0,46,26,0
"5175",5,603,9,1
"5176",5,64,33,1
"5177",4.84,7100,196,19
"5178",4,4930,155,8
"5179",4.8,25589,306,69
"5180",5,4346,289,7
"5181",4.83,4001,68,6
"5182",5,3779,249,9
"5183",5,883,22,2
"5184",4.38,4136,236,8
"5185",5,2922,213,9
"5186",5,1763,103,3
"5187",5,6283,63,5
"5188",5,800,25,2
"5189",5,3703,223,5
"5190",5,4516,74,4
"5191",4.6,3455,271,10
"5192",5,2313,192,4
"5193",4.92,5293,157,13
"5194",5,4866,60,7
"5195",3,10704,19,3
"5196",5,1143,38,11
"5197",5,4234,261,10
"5198",5,952,159,5
"5199",4.94,1039,180,17
"5200",4.42,818,78,12
"5201",4.81,3257,201,62
"5202",5,862,100,8
"5203",4.83,1237,66,12
"5204",5,1274,337,7
"5205",4.43,618,159,7
"5206",0,1460,50,0
"5207",4.67,3138,324,9
"5208",1,913,157,1
"5209",5,1343,375,3
"5210",5,1728,149,10
"5211",5,1277,30,2
"5212",4,3310,555,5
"5213",1,346,91,2
"5214",1,206,102,1
"5215",4,253,295,2
"5216",5,152,134,3
"5217",0,83,195,0
"5218",5,161,276,1
"5219",5,32,342,1
"5220",2.62,32825,94,8
"5221",5,1784,331,8
"5222",4.67,2927,425,12
"5223",0,98,128,0
"5224",5,965,231,4
"5225",5,22,250,1
"5226",4.92,37746,367,104
"5227",3.25,16621,7,8
"5228",4.33,128044,31,120
"5229",5,38,17,2
"5230",5,5656,163,2
"5231",4.92,5865,95,12
"5232",2.33,1463,41,6
"5233",2.2,6361,10,10
"5234",4,1083,143,3
"5235",5,1953,53,1
"5236",0,1364,16,0
"5237",4.69,2217,210,13
"5238",5,1376,39,1
"5239",0,2249,206,0
"5240",2.62,3834,184,13
"5241",1,1415,44,5
"5242",3,2563,210,9
"5243",3.08,2674,22,12
"5244",4.89,31879,209,44
"5245",5,351,318,1
"5246",4.69,22764,269,89
"5247",4.24,30537,210,34
"5248",4.58,1173,193,12
"5249",5,587,11,1
"5250",4.56,2081,385,25
"5251",4.66,12173,127,44
"5252",0,221,206,0
"5253",5,1214,284,17
"5254",4.55,2579,413,49
"5255",5,499,418,6
"5256",4.41,1748,559,17
"5257",5,189,31,1
"5258",4.11,1537,270,27
"5259",4.18,3289,55,11
"5260",4.52,3229,459,27
"5261",3.4,699,466,5
"5262",4.62,532,463,8
"5263",4.47,4808,374,15
"5264",2.33,375,3,3
"5265",4,766,375,4
"5266",4.7,645,418,10
"5267",4.8,15290,525,30
"5268",4.96,25480,444,69
"5269",4.92,6439,309,13
"5270",5,1223,62,4
"5271",5,2853,548,7
"5272",4.96,37066,399,96
"5273",4.82,7146,283,11
"5274",5,3104,56,3
"5275",5,3780,427,7
"5276",4.94,19573,599,36
"5277",5,1772,515,3
"5278",5,1266,592,2
"5279",5,626,597,1
"5280",4.4,21039,50,10
"5281",4.12,11925,537,17
"5282",4.67,11759,71,6
"5283",4.84,10679,78,25
"5284",4.07,15881,176,29
"5285",4.86,10089,139,28
"5286",0,1130,85,0
"5287",4.31,10614,311,13
"5288",5,2421,55,2
"5289",1.89,7508,36,18
"5290",4.21,7811,350,14
"5291",5,1582,21,2
"5292",5,7600,230,6
"5293",3.46,10323,56,13
"5294",5,3812,106,3
"5295",4.29,3279,90,7
"5296",1,683,183,1
"5297",3.5,2347,237,4
"5298",5,383,94,3
"5299",5,1689,42,3
"5300",4.64,3480,559,14
"5301",4.5,2371,156,4
"5302",4,5176,313,8
"5303",4.25,2737,262,4
"5304",4.42,12792,80,12
"5305",2,3379,303,5
"5306",3,2173,84,3
"5307",4.48,20821,428,27
"5308",0,85,34,0
"5309",0,38,22,0
"5310",5,95,205,1
"5311",4.5,1640,9,10
"5312",4.75,1064,593,16
"5313",4.33,197,37,3
"5314",5,1177,192,5
"5315",5,89,112,1
"5316",5,1537,273,24
"5318",5,124,32,3
"5319",0,579,206,0
"5320",4.63,21399,596,54
"5321",4.5,4831,479,28
"5322",0,522,362,0
"5323",4.8,470,435,5
"5324",4.63,12621,564,60
"5325",4.64,3477,188,11
"5326",4.4,818,600,15
"5327",4.57,9777,570,28
"5328",4.75,1479,19,4
"5329",0,236,28,0
"5330",3.43,10302,423,30
"5331",4.42,945,169,12
"5332",4.61,11802,81,18
"5333",4.5,9501,597,28
"5334",4.87,788,600,15
"5335",4.67,14148,594,43
"5336",0,112,281,0
"5337",3.67,1975,353,9
"5338",5,713,153,6
"5339",4,3828,59,17
"5340",4.2,2589,88,10
"5341",4.18,10311,93,38
"5342",4.89,15460,45,9
"5343",4.6,3493,97,20
"5344",3,399,22,3
"5345",0,135,554,0
"5346",5,4824,243,4
"5347",4.38,17734,395,13
"5348",4.13,12011,196,30
"5349",4.4,5832,130,10
"5350",4,3313,30,2
"5351",4.08,4933,242,77
"5352",4.72,1790,318,36
"5353",4.82,1803,590,61
"5354",4.83,1874,542,76
"5355",4.77,1936,192,52
"5356",4.86,13455,220,56
"5357",5,431,235,1
"5358",2.6,1194,275,5
"5359",4.72,7441,214,78
"5360",4,916,66,1
"5361",4.27,1478,369,11
"5362",5,4437,258,8
"5363",0,918,151,0
"5364",0,883,52,0
"5365",2.7,1316,237,10
"5366",5,904,250,5
"5367",2.45,279527,101,401
"5368",0,391,124,0
"5369",4.39,19242,147,28
"5370",5,277,234,1
"5371",4.62,4685,118,21
"5372",4.4,4367,145,5
"5373",5,245,206,1
"5374",0,544,28,0
"5375",4.87,10716,191,53
"5376",0,307,30,0
"5377",5,4154,232,14
"5378",5,2625,96,10
"5379",1,178,235,1
"5380",0,273,53,0
"5381",4.4,19267,234,75
"5382",5,196,237,3
"5383",5,5784,315,12
"5384",4.47,3050,580,15
"5385",5,5007,184,7
"5386",5,2029,660,1
"5387",4.88,2110,576,8
"5388",5,2610,547,7
"5389",5,1267,556,6
"5390",5,2487,193,1
"5391",4.38,3926,212,13
"5392",4.86,47489,304,125
"5393",4.33,735,544,3
"5394",4.14,5287,150,14
"5395",4.5,311,46,2
"5396",3.33,895,407,3
"5397",4.95,10222,123,20
"5398",0,155,54,0
"5399",4.85,9667,103,20
"5400",4.2,6216,89,5
"5401",4.73,16632,285,62
"5402",4.68,5465,92,28
"5403",4.62,30614,480,87
"5404",3.89,18240,140,9
"5405",4.65,47127,28,17
"5406",5,653,64,1
"5407",4.5,10415,194,20
"5408",3.33,6309,25,9
"5409",4.88,54369,265,51
"5410",3.33,15954,120,9
"5411",4.74,35760,239,68
"5412",3.81,9926,236,16
"5413",4.67,6925,478,12
"5414",5,4320,285,6
"5415",4,2932,148,4
"5416",4.33,1495,320,6
"5417",4.6,1146,80,5
"5418",4.75,3054,186,4
"5419",4.33,1028,64,3
"5420",5,420,55,1
"5421",5,457,60,1
"5422",5,413,76,3
"5423",0,187,122,0
"5424",3.5,597,471,2
"5425",5,5183,88,8
"5426",4.57,7000,169,35
"5427",4.92,7461,30,39
"5428",4.75,263,614,4
"5429",4.5,928,475,2
"5430",5,127,487,2
"5431",1,3700,117,2
"5432",4.72,212514,227,299
"5433",1,285,11,1
"5434",5,1729,45,1
"5435",2.1,5435,35,10
"5436",5,6489,143,5
"5437",4.12,10871,106,8
"5438",5,1625,121,2
"5439",3.66,81532,34,47
"5440",5,2347,138,10
"5441",4.71,12571,47,7
"5442",5,567,48,1
"5443",5,298,11,1
"5444",4.25,103638,35,28
"5445",4.57,9515,129,14
"5446",5,5543,59,4
"5447",0,899,150,0
"5448",3.67,7150,140,3
"5449",4.25,512396,143,169
"5450",4.75,437959,49,208
"5451",0,766,138,0
"5452",0,175,34,0
"5453",0,57,100,0
"5454",0,11,17,0
"5455",5,16,234,1
"5456",4.76,14157,107,49
"5457",4.33,3674,51,6
"5458",0,70,530,0
"5459",4,236,38,2
"5460",0,42,139,0
"5461",0,38,50,0
"5462",5,969,253,1
"5463",4,4304,107,3
"5464",4.5,7521,124,8
"5465",0,17,118,0
"5466",0,2671,133,0
"5467",4.38,5743,207,24
"5468",5,293,117,1
"5469",0,56,266,0
"5470",0,55,215,0
"5471",0,74,162,0
"5472",0,54,118,0
"5473",0,92,39,0
"5474",0,22,126,0
"5475",0,26,69,0
"5476",0,31,99,0
"5477",0,9,154,0
"5478",0,96,177,0
"5479",0,215,197,0
"5480",0,42,291,0
"5481",0,11,115,0
"5482",0,97,111,0
"5483",0,28,214,0
"5484",5,253,161,2
"5485",0,72,100,0
"5486",0,42,265,0
"5487",0,44,162,0
"5488",0,24,102,0
"5489",5,6769,182,15
"5490",0,67,72,0
"5491",0,527,219,0
"5492",0,106,343,0
"5493",0,103,231,0
"5494",5,146,217,1
"5495",0,134,78,0
"5496",5,84,157,1
"5497",0,98,82,0
"5498",0,48,160,0
"5499",0,22,209,0
"5500",0,17,253,0
"5501",0,16,184,0
"5502",0,326,20,0
"5503",0,92,36,0
"5504",0,30,170,0
"5505",0,36,81,0
"5506",0,327,82,0
"5507",0,41,103,0
"5508",4.42,20408,59,19
"5509",4.9,28490,63,21
"5510",5,948,233,5
"5511",0,437,67,0
"5512",5,524,69,1
"5513",3.5,11852,191,6
"5514",3.4,3296,59,5
"5515",0,100,20,0
"5516",5,4851,110,7
"5517",5,14870,60,4
"5518",0,529,22,0
"5519",0,244,22,0
"5520",0,445,22,0
"5521",4.85,6867,212,13
"5522",4.69,24546,71,16
"5523",3.55,222334,146,292
"5524",4.86,30939,175,59
"5525",5,1347,30,1
"5526",4.6,2406,596,5
"5527",5,1765,156,3
"5528",4.57,3892,628,7
"5529",4.86,27908,236,109
"5530",5,2076,221,3
"5531",4.33,29911,6,9
"5532",5,4382,66,13
"5533",0,1361,28,0
"5534",4.89,64386,181,401
"5535",5,6864,595,1
"5536",4.91,26183,226,53
"5537",3.67,12943,60,6
"5538",3.5,1967,38,6
"5539",3.67,1247,4,3
"5540",5,1474,120,2
"5541",4.25,1160,30,4
"5542",3,1471,47,2
"5543",4.6,1907,52,5
"5544",2,63700,40,27
"5545",3.81,12596,599,16
"5546",2.17,1741,229,6
"5547",3.67,23032,49,15
"5548",0,265,17,0
"5549",4.75,5127,166,16
"5550",3,1958,51,1
"5551",3.6,1713,70,5
"5552",5,202,189,2
"5553",4,4179,63,2
"5554",5,251,192,4
"5555",5,102,152,1
"5556",5,267,371,3
"5557",3.5,812,8,2
"5558",5,81,157,1
"5559",5,704,101,2
"5560",5,4429,45,2
"5561",0,74,74,0
"5562",5,3166,32,2
"5563",0,1484,57,0
"5564",4.67,143,191,3
"5565",0,1873,53,0
"5566",4.2,9064,125,5
"5567",4.5,15323,81,14
"5568",5,16492,65,11
"5569",4.5,3593,335,4
"5570",5,6760,270,9
"5571",4.56,10151,62,9
"5572",4.89,62055,268,47
"5573",4.76,54097,21,25
"5574",4,12141,51,8
"5575",4.79,21361,30,24
"5576",5,11291,70,7
"5577",5,14583,407,11
"5578",4.72,40779,96,40
"5579",5,21456,66,8
"5580",4.92,6241,216,24
"5581",4,8991,220,13
"5582",4.85,44354,244,87
"5583",5,4928,193,10
"5584",4.53,3455,301,19
"5585",4.44,3309,190,9
"5586",5,2012,174,11
"5587",4.8,2043,599,5
"5588",5,576,247,1
"5589",4.91,45655,231,134
"5590",4.86,16008,249,29
"5591",4.91,71605,246,186
"5592",4.97,19572,218,62
"5593",4.78,10990,180,9
"5594",5,14052,333,18
"5595",5,4672,110,3
"5596",5,1313,42,2
"5597",5,1212,104,1
"5598",5,690,62,1
"5599",4.25,3396,279,4
"5600",0,1714,98,0
"5601",5,2469,65,2
"5602",0,467,252,0
"5603",5,481,396,2
"5604",0,519,34,0
"5605",0,514,50,0
"5606",0,212,93,0
"5607",4,1375,145,3
"5608",5,4979,218,8
"5609",3,1077,564,1
"5610",5,573,55,1
"5611",2.88,2130,600,8
"5612",5,578,277,6
"5613",0,544,391,0
"5614",4.88,1712,214,8
"5615",0,442,600,0
"5616",5,3640,190,7
"5617",4.95,7140,312,19
"5618",4.92,17903,279,12
"5619",4.43,5013,633,7
"5620",4.5,1511,600,2
"5621",5,528,205,5
"5622",5,1865,138,13
"5623",5,16343,269,27
"5624",5,5639,298,9
"5625",4.35,20384,129,37
"5626",4.5,478,180,4
"5627",4.67,117,275,6
"5628",5,3346,158,13
"5629",5,633,314,2
"5630",4,2275,264,1
"5631",4.86,1356,181,7
"5632",5,1816,181,2
"5633",4.92,3007,214,13
"5634",0,1732,211,0
"5635",5,7787,474,23
"5636",4.12,4071,299,8
"5637",4.46,8248,285,26
"5638",5,5132,180,14
"5639",4.88,3247,332,8
"5640",4.5,8702,259,30
"5641",5,1788,318,10
"5642",4.94,2934,304,18
"5643",5,1743,277,5
"5644",4.96,6997,268,24
"5645",5,2059,330,5
"5646",5,6453,245,20
"5647",5,3023,247,11
"5648",4.54,4465,230,13
"5649",3.75,618,132,4
"5650",4.86,3624,280,7
"5651",4.87,4350,204,23
"5652",4.5,2621,169,8
"5653",4.69,3383,293,16
"5654",5,4124,253,11
"5655",4.86,6859,224,28
"5656",4.75,1088,84,4
"5657",0,599,383,0
"5658",4.89,25874,249,61
"5659",4.88,2636,246,8
"5660",5,5836,300,7
"5661",4.75,13143,281,8
"5662",4.45,17046,35,11
"5663",4.71,4262,311,17
"5664",0,1147,37,0
"5665",5,2499,482,2
"5666",0,564,104,0
"5667",4.33,2272,92,3
"5668",4.67,11215,424,15
"5669",5,3211,651,5
"5670",4.36,7649,473,14
"5671",4.55,114804,286,112
"5672",5,334,315,2
"5673",2,1508,13,1
"5674",4.06,1743,331,17
"5675",4.56,15520,43,9
"5676",5,1298,471,3
"5677",5,249,162,1
"5678",5,498,116,1
"5679",5,302,440,1
"5680",5,702,106,1
"5681",3.79,357918,208,525
"5682",5,634,149,2
"5683",5,559,153,2
"5684",5,1483,222,2
"5685",4,655,98,1
"5686",5,2561,169,16
"5687",5,2056,76,3
"5688",4.21,11418,47,53
"5689",2.69,10564,6,16
"5690",3.82,5270,116,17
"5691",5,3210,42,7
"5692",4.2,3205,158,20
"5693",4.65,946,337,26
"5694",5,460,136,3
"5695",0,117,28,0
"5696",3.41,21636,173,49
"5697",5,3285,203,7
"5698",4.81,13938,210,31
"5699",4.2,1495,649,5
"5700",4.8,456,346,5
"5701",0,231,146,0
"5702",5,2851,599,8
"5703",5,421,505,1
"5704",0,188,22,0
"5705",5,7454,299,21
"5706",3,995,173,2
"5707",5,1365,261,2
"5708",5,411,258,1
"5709",2,643,70,4
"5710",5,431,73,2
"5711",0,343,232,0
"5712",5,1734,430,1
"5713",3,599,51,2
"5714",0,55,353,0
"5715",0,450,626,0
"5716",4.75,443,282,4
"5717",0,119,162,0
"5718",5,2082,216,1
"5719",0,25,30,0
"5720",5,108,447,4
"5721",0,99,317,0
"5722",5,124,44,1
"5723",4.67,10920,297,3
"5724",0,40,16,0
"5725",5,106,12,2
"5726",5,6984,218,11
"5727",0,97,33,0
"5728",5,90,148,2
"5729",0,125,32,0
"5730",3.5,4029,228,6
"5731",5,218,5,1
"5732",5,186,108,1
"5733",5,306,134,4
"5734",0,54,248,0
"5735",0,7,198,0
"5736",5,100,87,1
"5737",3.5,112,533,2
"5738",0,48,114,0
"5739",0,673,67,0
"5740",4.58,7544,600,19
"5741",4.87,5654,124,30
"5742",5,91,124,1
"5743",5,543,57,2
"5744",5,272,51,3
"5745",4.5,83,58,2
"5746",4.73,5008,4,15
"5747",5,206,124,3
"5748",5,294,147,1
"5749",4.5,57,109,2
"5750",5,4621,114,10
"5751",0,76,57,0
"5752",5,688,61,4
"5753",0,221,58,0
"5754",4.69,8805,57,16
"5755",4.73,2607,297,15
"5756",4.5,162,113,2
"5757",0,149,80,0
"5758",5,107,386,1
"5759",5,927,56,8
"5760",5,74,48,1
"5761",0,46,597,0
"5762",0,137,256,0
"5763",5,507,545,6
"5764",0,75,446,0
"5765",5,644,262,3
"5766",0,515,87,0
"5767",0,52,413,0
"5768",0,109,57,0
"5769",4,23,86,1
"5770",5,641,62,2
"5771",5,784,115,7
"5772",5,830,60,3
"5773",0,594,57,0
"5774",4.83,1815,48,6
"5775",4.96,206,124,25
"5776",4.67,4563,124,15
"5777",0,171,57,0
"5778",5,187,124,1
"5779",5,63,124,1
"5780",5,131,124,4
"5781",5,99,124,1
"5782",5,235,124,2
"5783",0,135,58,0
"5784",5,310,57,4
"5785",4.92,3746,63,12
"5786",4.33,59,80,6
"5787",4.85,53427,124,284
"5788",5,283,124,1
"5789",5,752,57,2
"5790",4.86,472,124,7
"5791",4.6,236,124,5
"5792",5,467,124,4
"5793",5,87,124,4
"5794",5,756,58,3
"5795",4.92,6354,57,40
"5796",4.6,1974,57,10
"5797",0,554,124,0
"5798",5,1940,124,8
"5799",3.33,2663,57,3
"5800",5,3891,57,9
"5801",4.72,2223,62,18
"5802",4.76,2509,243,21
"5803",3,524,49,5
"5804",3.5,132,174,2
"5805",3,65,62,1
"5806",0,24,241,0
"5807",5,16,399,1
"5808",5,32,203,1
"5809",0,59,364,0
"5810",4.31,15057,141,51
"5811",5,5206,50,3
"5812",5,143,115,1
"5813",0,49,130,0
"5814",5,407,204,2
"5815",5,1001,434,12
"5816",5,715,597,6
"5817",0,24,81,0
"5818",0,172,118,0
"5819",5,377,404,5
"5820",4.55,141489,30,42
"5821",4.87,17464,360,71
"5822",4.61,48509,309,113
"5823",5,6401,57,16
"5824",5,512,83,1
"5825",3.45,17440,237,20
"5826",0,237,21,0
"5827",5,525,256,1
"5828",0,100,114,0
"5829",0,509,191,0
"5830",5,4216,84,8
"5831",0,227,219,0
"5832",0,228,240,0
"5833",5,978,205,3
"5834",5,1303,187,2
"5835",5,308,21,1
"5836",0,227,76,0
"5837",4.81,53684,187,166
"5838",4.5,905,25,2
"5839",1,750,11,1
"5840",0,423,40,0
"5841",3.11,14627,30,19
"5842",4,3276,54,6
"5843",5,353,43,1
"5844",4.67,1104,10,3
"5845",0,150,33,0
"5846",4,2719,7,5
"5847",2,2169,142,2
"5848",4.61,10615,67,23
"5849",4.75,3025,10,4
"5850",0,352,40,0
"5851",5,2615,11,2
"5852",4.69,1733,169,13
"5853",5,134,461,1
"5854",5,30,171,2
"5855",0,140,218,0
"5856",4,1382,486,4
"5857",0,178,64,0
"5858",0,184,353,0
"5859",5,17,116,1
"5860",0,392,13,0
"5861",5,20,161,1
"5862",1.67,133,92,3
"5863",0,34,29,0
"5864",4.67,294,356,6
"5865",4,8704,13,3
"5866",3.44,30608,593,66
"5867",2.33,484,58,3
"5868",4.93,8796,116,14
"5869",4.64,6761,246,14
"5870",4.49,16904,35,39
"5871",4.48,10620,177,42
"5872",5,4913,151,11
"5873",4.7,4590,77,10
"5874",4.12,13621,64,33
"5875",3.7,3701,40,10
"5876",4.74,10897,16,31
"5877",4.73,6251,64,15
"5878",4.49,31419,73,63
"5879",4.25,9093,119,8
"5880",4.5,6542,87,8
"5881",4.64,10547,188,14
"5882",3.67,6483,80,9
"5883",5,18874,268,11
"5884",4.92,37042,31,36
"5885",5,871,245,2
"5886",0,309,55,0
"5887",4.59,11072,250,29
"5888",4.85,4424,295,20
"5889",3.67,3906,115,3
"5890",5,1707,244,6
"5891",0,97,38,0
"5892",4.58,1410,252,19
"5893",0,992,298,0
"5894",4.2,1872,211,5
"5895",0,358,72,0
"5896",4,290,46,8
"5897",5,1703,290,4
"5898",5,353,276,1
"5899",4.94,25495,200,18
"5900",4.97,10832,145,30
"5901",5,1657,347,26
"5902",3,783,115,6
"5903",4.86,10146,141,42
"5904",5,9088,170,8
"5905",4.4,3208,212,10
"5906",5,1798,135,6
"5907",4,453,124,3
"5908",5,1109,218,1
"5909",5,3697,304,8
"5910",5,735,228,1
"5911",5,1045,113,2
"5912",4.83,16740,286,12
"5913",4.33,4379,213,12
"5914",2.08,1886,210,13
"5915",5,1754,60,2
"5916",4.83,7802,48,12
"5917",4.17,888,88,6
"5918",4.64,4076,529,11
"5919",5,838,223,2
"5920",0,99,71,0
"5921",5,1072,160,3
"5922",1.33,214,255,3
"5923",5,405,485,2
"5924",1,184,175,1
"5925",2.64,2667,219,22
"5926",4.75,867,31,4
"5927",4.06,4039,198,17
"5928",1,423,489,2
"5929",2,320,196,3
"5930",3.37,42377,151,67
"5931",3.29,5774,117,17
"5932",4.59,7514,416,64
"5933",4.2,5389,211,10
"5934",3.96,5833,221,23
"5935",2.86,7466,124,21
"5936",4.14,1021,79,22
"5937",4.83,1598,300,6
"5938",3.31,5470,279,13
"5939",0,787,389,0
"5940",3.33,1268,557,6
"5941",4.6,1289,206,10
"5942",4.2,519,208,5
"5943",3.5,4806,272,10
"5944",2.45,1548,113,11
"5945",4.38,1552,365,13
"5946",2,765,162,9
"5947",5,3200,583,6
"5948",5,231,456,1
"5949",3.76,618,273,17
"5950",2.89,457,349,9
"5951",3.6,883,164,5
"5952",4.91,9854,250,77
"5953",3.67,467,277,3
"5954",2.33,392,182,3
"5955",4.43,1556,89,14
"5956",4.19,3597,231,21
"5957",0,338,106,0
"5958",1,201,351,1
"5959",4,188,38,2
"5960",0,249,29,0
"5961",5,547,76,3
"5962",2.5,525,147,4
"5963",2.62,797,59,8
"5964",5,456,216,2
"5965",4.27,5788,288,22
"5966",4.84,19580,260,79
"5967",4.83,2221,224,12
"5968",4.55,7212,246,20
"5969",3.67,6894,367,15
"5970",4.93,1813,498,14
"5971",3,242,228,1
