"","rate","views","length","ratings"
"4127",0,"62","167",0
"4128",0,"405","21",0
"4129",4.93,"2317","217",15
"4130",3,"371","126",4
"4131",1,"105","63",1
"4132",0,"1195","50",0
"4133",0,"1526","65",0
"4134",4.64,"4428","72",11
"4135",0,"298","42",0
"4136",4.67,"592","264",3
"4137",0,"681","338",0
"4138",1,"364","57",3
"4139",3,"291","22",1
"4140",3,"1333","167",2
"4143",0,"144","180",0
"4146",4.92,"3089","282",13
"4147",0,"74","287",0
"4150",4,"1129","146",2
"4151",5,"12110","248",6
"4152",1,"6200","303",4
"4153",4,"139","103",1
"4154",0,"49","170",0
"4155",4.2,"7024","187",10
"4156",0,"152","248",0
"4157",5,"931","101",3
"4160",5,"1827","358",4
"4161",5,"7501","159",7
"4164",5,"1906","115",2
"4167",4.65,"2562","360",31
"4168",4,"349","67",2
"4169",0,"2158","95",0
"4170",4.38,"11238","20",8
"4171",5,"177","239",1
"4172",0,"62","247",0
"4173",0,"17","291",0
"4174",0,"92","273",0
"4175",0,"4677","227",0
"4176",5,"6830","595",10
"4177",5,"561","247",2
"4178",0,"121","274",0
"4179",5,"7806","237",12
"4180",4.87,"19599","235",52
"4181",4,"77","167",3
"4182",5,"597","138",83
"4183",0,"22","253",0
"4184",5,"67","399",2
"4185",0,"127","360",0
"4186",5,"57","19",3
"4187",3,"66185","82",17
"4188",0,"19","26",0
"4189",5,"78","125",1
"4190",3.69,"6469","314",16
"4191",4.33,"3131","236",12
"4192",5,"6704","47",1
"4193",5,"107","332",3
"4194",1,"445","99",1
"4195",5,"320","264",1
"4196",4.5,"85771","266",6
"4197",3,"142","247",1
"4198",5,"438","93",5
"4199",5,"2903","198",1
"4200",0,"16","21",0
"4201",5,"3330","253",4
"4202",3.67,"196","313",3
"4203",4.5,"740","204",2
"4204",5,"1110","215",1
"4205",4.75,"79374","275",162
"4206",3.77,"459534","326",282
"4211",0,"140583","585",0
"4224",4.97,"126264","109",60
"4235",4.93,"11431","2648",14
"4236",5,"32718","562",28
"4237",4.77,"28151","187",31
"4238",5,"6944","2531",11
"4239",4.34,"68154","554",29
"4240",5,"7439","441",5
"4241",4.41,"31813","1634",37
"4242",4.44,"10734","2502",9
"4243",4.33,"8769","2842",12
"4244",5,"5393","2411",5
"4245",4.86,"7875","2574",7
"4246",4.68,"26264","569",22
"4277",4.89,"184269","452",171
"4280",4.64,"46449","560",109
"4281",4.52,"56549","675",106
"4282",4.65,"50979","602",101
"4283",4.27,"14229","1169",15
"4284",4.59,"45787","493",117
"4285",4.82,"35669","509",73
"4286",4.86,"32177","431",64
"4287",4.71,"55607","462",95
"4288",4.7,"86597","572",105
"4289",3,"4085","36",2
"4290",4.64,"128430","659",128
"4291",4.56,"50319","454",89
"4292",4.78,"46938","533",91
"4293",4.97,"58573","339",39
"4294",4.81,"106782","293",69
"4295",4.56,"5110","591",16
"4296",4.94,"51266","362",18
"4297",4.5,"15902","320",8
"4298",5,"20995","54",2
"4299",5,"5694","308",5
"4302",5,"1481","294",4
"4303",5,"9889","131",5
"4304",4,"3636","479",6
"4305",4.64,"41498","394",14
"4306",4.5,"12494","345",4
"4311",5,"46877","138",32
"4312",5,"39153","656",12
"4315",5,"24483","565",6
"4326",1.25,"2977","218",4
"4331",4,"284","208",1
"4336",5,"2537","580",3
"4337",1,"5152","37",6
"4338",4.94,"18125","381",51
"4341",4.96,"7659","266",27
"4342",4.93,"1849","521",14
"4343",3.62,"6763","25",8
"4344",4.44,"32755","268",16
"4347",4.9,"19044","528",62
"4352",4.95,"6317","239",21
"4355",4.64,"32311","25",11
"4356",5,"1144","362",3
"4357",5,"945","334",1
"4358",5,"2547","290",2
"4359",5,"1815","263",3
"4360",5,"4080","373",5
"4361",0,"880","255",0
"4362",5,"470","15",4
"4363",5,"2032","466",3
"4364",5,"1468","280",5
"4365",5,"804","313",2
"4366",0,"117","265",0
"4367",3,"664","197",1
"4368",5,"1627","323",1
"4371",5,"1033","217",4
"4372",5,"809","259",5
"4373",5,"1273","462",4
"4374",5,"850","374",1
"4375",5,"1345","15",1
"4376",4,"1151","15",2
"4377",5,"1091","161",1
"4378",5,"1732","146",2
"4379",5,"1348","81",1
"4380",0,"4800","30",0
"4381",4.33,"2793","317",3
"4382",0,"264","17",0
"4383",5,"421","250",2
"4384",4,"10012","256",2
"4385",5,"578","392",1
"4386",0,"544","137",0
"4387",5,"1916","233",5
"4388",4.89,"14619","441",9
"4389",4.75,"8385","283",8
"4390",4.81,"35963","316",21
"4391",4.45,"53669","99",29
"4392",5,"13924","379",4
"4393",4.22,"12482","246",9
"4394",4.6,"15328","200",10
"4395",4.58,"19724","252",12
"4396",4.93,"18243","283",14
"4397",4.89,"23380","250",44
"4398",4.5,"133183","277",48
"4399",5,"8602","419",2
"4400",4.54,"211917","338",57
"4403",0,"229","70",0
"4406",5,"5303","295",8
"4407",5,"284","93",1
"4410",4.62,"140988","278",37
"4411",4.57,"66662","276",23
"4412",2,"1694","18",1
"4417",0,"1791","352",0
"4418",0,"1748","330",0
"4419",5,"1640","203",1
"4420",4.2,"26904","167",10
"4457",4.71,"54952","51",45
"4458",4.65,"18927","59",26
"4459",4.52,"27756","271",33
"4460",4.89,"89650","240",174
"4461",4.75,"19551","266",16
"4462",3.8,"10944","151",20
"4465",5,"3794","28",2
"4466",3.5,"1230","174",2
"4467",5,"1831","136",5
"4468",4.64,"1146","328",11
"4469",5,"434","258",5
"4470",5,"473","320",4
"4471",0,"5077","30",0
"4472",5,"344","349",5
"4473",4.33,"509","298",6
"4474",3.02,"6600","230",40
"4475",3.5,"4910","174",2
"4476",4.4,"3638","163",10
"4477",5,"2039","219",5
"4478",4.67,"6862","211",12
"4481",4.88,"1126","194",8
"4482",4.5,"464","123",2
"4483",3.5,"195","58",2
"4484",5,"1542","316",11
"4485",5,"775","233",4
"4486",4.83,"2145","263",12
"4487",5,"451","124",7
"4488",5,"3037","241",2
"4489",4.58,"4272","295",12
"4490",4.71,"3568","225",14
"4491",5,"1859","245",6
"4492",5,"794","270",6
"4493",4.33,"2639","279",6
"4494",4.82,"23616","227",78
"4495",5,"2618","249",2
"4496",5,"4838","241",1
"4497",4.33,"442","289",3
"4498",4.4,"16004","271",48
"4499",5,"530","218",3
"4500",4.58,"29815","211",65
"4501",4.83,"44251","131",219
"4502",0,"13399","244",0
"4503",4.5,"209","187",6
"4504",5,"223","481",2
"4505",5,"137","255",1
"4506",0,"301","30",0
"4507",5,"280","280",6
"4508",3,"339","211",2
"4509",4.5,"392","80",2
"4512",0,"86","156",0
"4513",4.75,"39631","261",56
"4514",4.92,"52152","169",118
"4515",0,"146","42",0
"4516",4.88,"6991","227",8
"4521",5,"8438","12",18
"4522",4.86,"19343","24",44
"4523",0,"146","166",0
"4524",2,"135","216",1
"4525",4.58,"55586","364",116
"4530",5,"178","158",3
"4531",5,"148","217",3
"4534",4.2,"161","111",5
"4535",4,"348","109",4
"4536",4.57,"525","184",7
"4537",0,"18","222",0
"4538",4,"619","329",1
"4539",4.87,"33759","212",45
"4540",4.88,"7526","130",32
"4541",5,"918","332",3
"4542",5,"237","142",4
"4543",5,"524","217",1
"4544",5,"936","158",2
"4545",5,"159","111",4
"4546",5,"217","215",3
"4547",5,"1185","162",7
"4548",3.71,"794","111",7
"4549",4.63,"45765","94",35
"4552",5,"3081","60",2
"4553",4,"12460","156",8
"4556",5,"202","273",4
"4557",3.4,"352","241",5
"4558",5,"210","133",4
"4561",4,"168","191",4
"4562",4.42,"7454","268",19
"4565",0,"76","34",0
"4566",3,"5139","41",1
"4567",5,"273","157",2
"4572",4,"100","220",2
"4573",5,"258","241",5
"4574",5,"461","207",6
"4575",5,"396","199",2
"4576",5,"1872","6",1
"4577",4.67,"8744","20",12
"4578",4.75,"14966","33",8
"4579",4.41,"25149","91",309
"4580",5,"281","241",1
"4581",4.88,"8003","264",34
"4582",4.96,"34085","289",103
"4583",5,"170","84",4
"4584",3.15,"3511","200",33
"4587",0,"1728","70",0
"4588",5,"261","123",1
"4591",5,"183","159",1
"4592",5,"369","55",2
"4593",5,"239","22",1
"4594",5,"184","216",4
"4595",5,"264","151",2
"4596",3.8,"1892","174",15
"4597",4.67,"1453","232",3
"4598",5,"1013","261",20
"4599",5,"5226","11",5
"4602",5,"216","201",3
"4603",5,"1419","229",3
"4604",5,"216","166",1
"4605",5,"277","46",3
"4606",0,"729","26",0
"4607",5,"375","173",3
"4608",5,"747","29",5
"4609",0,"460","38",0
"4610",3.88,"2908","63",8
"4611",4.08,"1894","482",13
"4618",4.8,"5390","202",41
"4619",4.7,"11997","275",33
"4624",0,"232","230",0
"4625",4.43,"1448","192",7
"4626",5,"639","206",1
"4627",5,"133","5",2
"4628",3.88,"3463","232",8
"4629",4.8,"1403","420",5
"4632",1.5,"344","209",4
"4633",5,"224","230",2
"4634",5,"223","230",1
"4635",5,"236","230",2
"4636",5,"156","230",2
"4637",4.79,"22503","660",136
"4638",4.33,"863","344",3
"4639",4.85,"5559","155",27
"4642",5,"207","660",6
"4643",4.82,"8880","660",49
"4644",4.67,"4075","344",15
"4647",4.33,"460","256",3
"4648",4.92,"1975","283",12
"4649",0,"101","516",0
"4650",4.9,"2758","272",29
"4651",0,"418","272",0
"4654",4.6,"7691","283",30
"4655",4.58,"2561","356",19
"4656",4,"100","444",1
"4657",4.83,"833","458",6
"4658",0,"6","136",0
"4659",5,"82","355",1
"4660",5,"5975","307",18
"4661",5,"1727","360",8
"4662",5,"182","411",1
"4663",4.77,"12406","360",47
"4666",0,"164","375",0
"4667",0,"131","354",0
"4670",0,"20","523",0
"4671",4.83,"9969","138",35
"4672",3,"104","595",1
"4673",5,"3686","81",8
"4674",4.6,"2375","64",15
"4675",3.64,"2626","130",25
"4676",5,"1040","552",9
"4677",5,"383","65",1
"4678",5,"246","65",4
"4681",5,"202","65",1
"4682",5,"334","65",6
"4683",4.96,"12487","136",24
"4684",4.75,"508","485",8
"4685",3.89,"2258","293",9
"4686",4,"2554","239",6
"4687",4.91,"23219","273",54
"4688",5,"819","53",5
"4689",4.53,"2203","340",17
"4690",4.5,"1335","306",6
"4691",4.88,"1089","632",8
"4692",5,"158","534",4
"4693",4.5,"470","425",8
"4694",5,"101","366",6
"4695",5,"350","68",6
"4696",5,"318","483",2
"4697",5,"388","283",1
"4698",5,"306","233",2
"4699",5,"754","658",6
"4700",5,"344","72",2
"4701",0,"295","68",0
"4702",5,"310","543",2
"4703",5,"278","360",2
"4704",5,"316","356",2
"4705",4.86,"1769","628",35
"4706",5,"595","397",2
"4707",5,"814","248",10
"4708",0,"55","502",0
"4709",0,"49","484",0
"4710",4.62,"957","248",21
"4711",5,"46","543",1
"4712",0,"56","525",0
"4713",5,"246","629",2
"4714",5,"2052","233",8
"4715",5,"2337","83",11
"4718",0,"113","83",0
"4725",0,"72","338",0
"4750",0,"30","601",0
"4753",4.33,"1928","82",6
"4754",5,"8217","21",13
"4755",4.67,"1548","660",18
"4756",4.5,"1492","355",8
"4757",4.67,"874","360",6
"4758",4,"735","248",2
"4759",4.33,"751","149",6
"4760",5,"1437","72",3
"4761",4.17,"11155","35",24
"4762",5,"1071","68",2
"4763",4.2,"951","354",5
"4764",4,"897","35",2
"4765",4.89,"15173","245",19
"4766",5,"6640","599",32
"4767",4.49,"14635","427",35
"4768",4,"1127","478",4
"4769",5,"938","475",2
"4770",4.69,"7222","428",29
"4771",5,"213","586",1
"4772",5,"135","456",1
"4773",4,"1129","99",2
"4776",5,"76","519",2
"4777",3.67,"2981","22",3
"4778",5,"853","599",1
"4779",4.5,"248","525",2
"4800",0,"501","581",0
"4803",4.83,"2131","472",6
"4804",0,"361","316",0
"4805",4.54,"5374","452",13
"4806",0,"28","138",0
"4807",5,"147","288",2
"4808",4.43,"1120","1291",7
"4809",0,"19","368",0
"4810",5,"1844","284",2
"4811",0,"14","183",0
"4814",3.5,"530","457",8
"4817",4.84,"64909","157",184
"4818",4.85,"83888","139",186
"4819",4.89,"34211","179",105
"4820",5,"18990","111",43
"4821",4.92,"32479","118",79
"4822",4.8,"82609","122",229
"4823",5,"21138","133",52
"4824",4.74,"64541","302",127
"4825",4.75,"15399","78",28
"4826",4.9,"72979","233",141
"4827",4.71,"15411","41",34
"4828",4.88,"12344","164",42
"4829",4.59,"10256","194",32
"4830",4.73,"88251","155",246
"4831",4,"40413","102",87
"4832",4.98,"15993","177",48
"4833",4.09,"3822","143",23
"4834",4.61,"16223","79",33
"4835",4.85,"24808","124",74
"4838",4.88,"11252","77",41
"4839",4.7,"3606","163",10
"4842",4.84,"27745","302",32
"4847",4.91,"25077","638",100
"4848",4.92,"16929","267",73
"4849",5,"7418","20",1
"4850",4.86,"16473","122",35
"4851",5,"4589","274",5
"4852",5,"5380","550",2
"4853",5,"11586","122",3
"4854",0,"1424","20",0
"4857",4.9,"11708","155",29
"4858",4.88,"9937","383",34
"4859",4.67,"2363","279",6
"4862",4.79,"11206","20",28
"4863",4.73,"7969","122",15
"4864",5,"3377","21",4
"4869",4.76,"29262","122",55
"4874",5,"745","571",4
"4875",5,"2215","543",7
"4890",4.6,"2056","60",5
"4891",4.85,"6999","90",26
"4892",5,"5432","167",19
"4901",5,"19699","390",9
"4902",4.46,"19888","414",13
"4905",4.96,"43005","563",107
"4906",4.9,"37050","573",114
"4907",4.85,"33594","495",92
"4908",4.93,"30643","575",86
"4909",4.93,"15552","575",15
"4910",4.93,"34012","496",90
"4911",4.69,"18085","495",13
"4914",4.93,"38832","525",115
"4915",5,"19856","469",5
"4916",4.8,"18002","425",10
"4917",4.9,"37544","338",84
"4918",4.76,"6373","643",29
"4919",3.86,"18426","569",7
"4920",4.43,"13677","432",14
"4921",4.92,"68796","519",155
"4924",4.58,"18991","338",12
"4929",4.85,"32242","414",68
"4930",4.92,"26422","530",85
"4933",4.99,"80305","543",93
"4936",5,"9391","426",6
"4937",4.94,"28177","569",63
"4938",4.88,"20946","454",65
"4941",4.88,"36989","274",91
"4942",4.4,"28736","397",15
"4943",4.91,"128076","534",343
"4944",4,"4946","397",2
"4945",4.87,"34292","431",95
"4946",4.92,"26829","390",71
"4947",0,"174","164",0
"4948",5,"324","134",1
"4953",5,"137","34",1
"4954",5,"280","39",1
"4955",4.81,"317558","363",100
"4956",0,"70","73",0
"4957",5,"687","50",2
"4958",5,"258","18",2
"4959",5,"125","164",1
"4960",0,"46","262",0
"4961",0,"94","11",0
"4962",4.95,"13257","231",57
"4963",0,"33","250",0
"4964",4.29,"377474","52",266
"4965",5,"350","160",2
"4966",4.5,"2582","114",10
"4973",4.76,"836","615",17
"4974",5,"155","32",1
"4975",3.5,"61","170",2
"4976",5,"188","191",1
"4981",3.25,"1772","556",4
"4982",5,"535","409",4
"4983",5,"865","526",6
"4984",4.33,"6644","375",18
"4985",5,"591","396",2
"4986",4.87,"34500","378",91
"4987",5,"560","290",4
"4988",5,"150","506",1
"4991",5,"1157","509",6
"4992",5,"326","451",1
"4993",5,"896","470",1
"4994",5,"1488","56",8
"4995",3.25,"929","68",4
"4996",4.73,"39941","27",115
"4997",4.41,"8610","52",27
"4998",4.68,"9547","55",19
"4999",5,"6688","40",6
"5002",4.94,"26471","282",83
"5009",5,"12758","282",40
"5010",4.31,"3297","149",16
"5011",3.67,"1706","96",3
"5012",5,"2246","176",8
"5013",5,"13261","27",34
"5014",4.64,"8741","14",11
"5015",3.91,"3317","113",11
"5016",2.5,"2190","176",10
"5017",0,"137","141",0
"5018",4.78,"15926","227",32
"5019",4.17,"7094","154",6
"5020",5,"6936","202",9
"5021",4.88,"2534","182",8
"5022",4.84,"14637","124",25
"5023",5,"654","177",2
"5024",0,"203","177",0
"5025",4.9,"7127","296",10
"5026",4.67,"1064","177",3
"5027",5,"628","177",3
"5028",3.33,"3420","31",3
"5031",4.77,"36331","248",57
"5032",4.92,"23280","241",95
"5033",5,"3833","27",15
"5034",4.82,"31681","174",71
"5035",4.66,"23388","161",32
"5036",3.45,"9918","22",20
"5037",4.88,"23192","233",52
"5038",5,"482","318",2
"5039",4.52,"11358","187",21
"5040",4.14,"3596","27",7
"5041",5,"477","506",4
"5042",0,"120","9",0
"5043",3.73,"10381","52",11
"5044",4.62,"274828","270",834
"5047",4.93,"17731","600",73
"5048",4.87,"4116","90",31
"5053",4.89,"1394","73",9
"5058",4.9,"833","161",10
"5059",5,"748","43",1
"5060",5,"13446","600",82
"5061",4.93,"6358","600",45
"5062",4.91,"6902","600",47
"5063",4.92,"4272","600",49
"5064",4.98,"3893","600",43
"5067",0,"846","572",0
"5068",4.41,"30817","385",27
"5071",5,"1041","147",5
"5072",3.8,"6998","191",15
"5073",4.8,"8004","127",10
"5074",5,"662","110",1
"5075",3,"706","318",1
"5076",2.78,"2718","171",9
"5079",0,"281","372",0
"5082",5,"4022","151",7
"5087",0,"165","32",0
"5088",4.86,"4043","278",14
"5089",5,"1166","368",8
"5090",5,"4201","601",46
"5091",4.91,"1637","644",23
"5092",5,"1300","542",22
"5093",5,"1209","557",23
"5094",4.85,"1699","534",13
"5095",5,"1249","452",14
"5096",5,"1152","395",22
"5097",5,"674","537",6
"5098",5,"758","419",6
"5099",5,"723","349",8
"5100",5,"321","85",3
"5101",0,"329","529",0
"5124",5,"708","116",2
"5129",5,"11998","417",23
"5130",5,"209","263",5
"5131",5,"583","155",2
"5134",1,"74","48",1
"5135",4.78,"9440","234",27
"5138",5,"3655","314",10
"5139",4.94,"5147","896",17
"5140",5,"353","209",1
"5141",4.7,"2216","80",10
"5142",0,"1498","225",0
"5143",5,"6217","191",13
"5144",4,"829","203",2
"5145",4,"188","242",1
"5146",4.8,"9561","221",15
"5147",4.86,"5561","170",29
"5148",4.56,"2707","166",9
"5149",4.9,"7024","126",10
"5150",4.87,"8724","132",30
"5151",5,"1749","157",10
"5152",4.92,"6057","208",53
"5159",3,"457","51",2
"5170",5,"918","390",2
"5177",2.33,"788","537",3
"5182",5,"750","169",6
"5183",4.2,"773","389",5
"5184",4.43,"715","331",7
"5185",5,"1121","349",1
"5186",5,"1726","118",8
"5187",4.93,"4084","216",15
"5188",5,"257","46",1
"5189",5,"268","144",1
"5190",4.6,"1366","590",10
"5191",4.8,"591","109",5
"5192",4.87,"41799","238",166
"5193",5,"1676","97",13
"5194",5,"590","23",2
"5195",4.66,"8446","262",32
"5196",5,"1159","250",3
"5197",4.58,"4662","163",24
"5198",4.73,"22911","216",73
"5199",4.5,"686","284",2
"5200",4.43,"8695","404",21
"5201",5,"2249","351",8
"5202",4.78,"38304","399",100
"5203",4.7,"30583","283",119
"5204",5,"973","416",1
"5205",4.95,"4657","586",21
"5206",5,"2317","372",9
"5207",4.75,"4103","279",20
"5210",3.86,"943","52",7
"5211",4.56,"1568","288",9
"5212",5,"425","586",4
"5221",5,"4943","161",5
"5232",5,"270","261",4
"5233",4.88,"3219","411",8
"5234",5,"1016","301",5
"5235",4.2,"1810","278",10
"5236",4.87,"11965","381",38
"5239",4,"1814","273",7
"5240",5,"634","279",3
"5241",4.11,"2562","278",9
"5242",4.82,"6650","274",22
"5243",4.95,"496","277",19
"5244",4.7,"10460","212",20
"5245",5,"3489","509",15
"5246",4.93,"16719","599",58
"5247",4.8,"6579","259",20
"5248",4.91,"3342","543",11
"5249",4.85,"11981","392",20
"5250",5,"5432","292",18
"5251",5,"9131","365",27
"5252",4.93,"9833","242",15
"5253",5,"395","129",1
"5254",4.5,"4509","194",8
"5255",4.95,"6670","224",21
"5256",5,"221","124",4
"5257",4.81,"7546","190",21
"5258",4.67,"2662","241",3
"5259",0,"163","187",0
"5260",5,"5653","193",27
"5279",4.58,"7925","4",12
"5280",4.48,"22977","188",42
"5285",4.74,"3568","459",35
"5286",4.4,"258","607",5
"5287",4.62,"2334","79",8
"5290",1.57,"19232","51",28
"5291",5,"3465","123",12
"5292",5,"7649","123",47
"5293",5,"504","103",1
"5294",5,"205","252",5
"5295",0,"452","230",0
"5296",0,"39","231",0
"5297",5,"205","230",2
"5298",0,"260","230",0
"5299",5,"853","248",4
"5300",2.33,"236","254",3
"5301",5,"83","230",1
"5302",4,"1931","250",5
"5303",5,"321","382",4
"5304",4.71,"8262","202",72
"5305",5,"726","246",3
"5306",5,"337","189",3
"5307",5,"1257","230",2
"5308",5,"451","230",3
"5309",0,"41","230",0
"5310",0,"74","231",0
"5311",5,"130","208",1
"5312",0,"256","237",0
"5313",5,"1727","220",5
"5314",5,"443","230",1
"5315",0,"29","228",0
"5316",5,"79","242",2
"5317",5,"74","230",1
"5318",4.54,"27158","230",56
"5319",5,"110","230",2
"5320",5,"95","224",1
"5321",5,"229","233",1
"5322",5,"1517","252",5
"5323",5,"106","291",1
"5324",3.67,"927","153",3
"5325",5,"652","94",3
"5326",4.64,"2698","316",11
"5327",5,"828","260",1
"5328",5,"431","295",4
"5329",5,"332","417",6
"5330",4.66,"25632","309",70
"5331",4.46,"11039","227",13
"5332",4.79,"1776","214",14
"5333",4.94,"3129","176",17
"5334",4.79,"12010","300",70
"5335",4.68,"36455","197",106
"5336",4.81,"3975","209",32
"5337",4.77,"2366","184",13
"5338",4.33,"1447","264",6
"5339",4.58,"2000","193",12
"5340",4.93,"4778","318",15
"5341",5,"1605","402",3
"5344",4.61,"3238","353",18
"5345",5,"1573","210",9
"5346",4.18,"2442","183",11
"5347",4.86,"1138","274",22
"5350",3.73,"3123","313",11
"5351",2,"1199","219",3
"5352",4.5,"3382","305",2
"5353",4.41,"11338","213",81
"5380",4.79,"14312","215",94
"5389",5,"419","79",2
"5392",4,"3170","49",8
"5393",4.92,"2839","23",13
"5394",4.78,"18086","599",80
"5395",4.83,"9828","559",41
"5396",4.62,"8455","241",32
"5397",5,"5761","256",20
"5398",5,"214","23",1
"5399",0,"204","115",0
"5400",5,"728","220",2
"5401",4.62,"10330","109",16
"5402",3.5,"951","137",2
"5403",5,"361","208",2
"5404",4.83,"795","115",6
"5405",4.71,"4954","218",52
"5406",4.83,"7227","206",70
"5407",5,"1705","595",18
"5408",5,"2294","276",13
"5409",4.76,"14001","230",95
"5410",4.64,"7536","325",58
"5411",4.89,"3665","505",19
"5412",4.79,"2254","448",14
"5413",4.8,"12658","233",117
"5414",4.76,"4770","260",38
"5415",5,"3307","236",11
"5416",4.79,"5428","252",39
"5417",4.8,"40691","241",44
"5418",4.92,"6006","225",25
"5419",5,"11557","310",76
"5420",4.58,"27638","22",125
"5421",4.57,"8286","248",28
"5422",4.63,"20456","198",59
"5423",4.8,"2587","76",10
"5424",4.96,"25504","328",214
"5425",5,"2650","89",4
"5426",5,"1288","306",8
"5427",4.64,"14520","245",70
"5428",4.94,"3008","605",17
"5429",4.29,"1682","163",7
"5430",4,"404","97",8
"5431",5,"115","336",2
"5432",5,"129","254",1
"5433",4.54,"739","96",13
"5434",3.25,"155","241",4
"5435",0,"73","432",0
"5436",0,"49","97",0
"5437",2,"390","29",1
"5438",5,"146","89",5
"5439",4.66,"24950","256",809
"5440",4.93,"380","255",15
"5441",3.5,"395","256",12
"5448",4.2,"936","87",5
"5449",4.19,"14198","100",31
"5462",4.34,"26131","62",73
"5465",4.72,"13596","69",321
"5466",4.32,"1486","138",25
"5467",4.9,"8398","76",194
"5468",1.25,"923","91",51
"5469",4,"875","601",8
"5472",4.52,"26254","15",454
"5473",5,"195","556",5
"5476",4.26,"815","142",19
"5477",5,"1007","581",2
"5484",4.81,"1796","597",31
"5485",4.47,"2020","322",15
"5490",4,"5001","47",3
"5491",4,"479","308",5
"5492",4.77,"2122","396",31
"5493",4.62,"9341","581",74
"5496",3.94,"1183","412",31
"5497",4.91,"4814","539",136
"5498",4.94,"1910","582",88
"5499",4.86,"9358","492",218
"5502",5,"2029","95",2
"5503",5,"1956","292",3
"5506",5,"1915","297",1
"5509",4.92,"11607","601",137
"5510",4.76,"8074","252",34
"5521",4.9,"794","330",10
"5526",4.69,"6555","478",89
"5531",5,"4400","251",6
"5532",4.47,"757","398",30
"5533",4.92,"26918","531",713
"5534",5,"84","384",4
"5535",4.87,"16622","401",680
"5536",5,"324","50",4
"5539",4.36,"950","42",14
"5540",5,"68","239",2
"5545",5,"543","113",11
"5552",4.9,"4922","278",273
"5553",4.29,"831","478",7
"5556",4.92,"6736","82",301
"5557",5,"24","254",1
"5558",3.43,"213","135",7
"5559",5,"336","238",2
"5562",4.73,"4955","459",64
"5583",4.76,"4213","471",33
"5588",5,"308","275",2
"5589",4.33,"2565","275",6
"5592",4.77,"9809","290",43
"5593",4.9,"3762","305",10
"5594",4.18,"3070","321",11
"5595",4.7,"1856","387",10
"5596",4.14,"2844","293",21
"5597",4.14,"2829","599",35
"5598",5,"4659","287",20
"5599",4.53,"4876","244",40
"5600",5,"1844","302",5
"5601",4.2,"971","567",5
"5602",5,"1433","567",8
"5603",4.88,"3061","104",81
"5604",4.91,"547","371",23
"5605",4.68,"17970","192",34
"5608",5,"31","78",1
"5611",4.96,"14461","313",433
"5614",4.88,"134","30",8
"5615",0,"13","51",0
"5616",5,"39","512",1
"5617",0,"7","284",0
"5620",4.75,"14166","207",36
"5621",4.97,"9459","267",31
"5628",4.33,"5526","48",3
"5631",5,"2123","121",1
"5636",3.71,"3343","138",7
"5639",5,"1527","12",1
"5654",4.12,"109236","583",630
"5659",3.89,"2295","415",18
"5660",4.83,"564","174",6
"5665",4.93,"3944","323",27
"5666",5,"3425","244",12
"5667",4.79,"1637","371",33
"5668",0,"73","223",0
"5669",5,"190","22",2
"5670",3,"114","23",2
"5671",4.9,"20686","339",452
"5676",4.94,"15829","456",448
"5677",4.88,"19766","346",357
"5678",4.93,"6797","431",317
"5679",4.89,"935","531",18
"5680",5,"339","425",10
"5681",5,"199","157",9
"5686",0,"10","658",0
"5687",2,"677","188",1
"5688",5,"819","128",1
"5689",3.6,"9820","66",25
"5690",1,"225","55",1
"5691",3.5,"556","446",6
"5692",1,"136","323",2
"5693",5,"26","24",3
"5696",5,"1959","175",7
"5697",5,"207","318",3
"5698",0,"340","41",0
"5699",5,"477","170",4
"5700",3.45,"2435","374",11
"5701",4.33,"3084","353",18
"5702",5,"1535","40",7
"5703",0,"1054","40",0
"5704",4.35,"281738","224",701
"5705",3.77,"1713","122",13
"5706",5,"38","71",1
"5707",4,"172","288",8
"5708",4.8,"11798","213",40
"5709",4.4,"167812","252",496
"5710",4.14,"2124","223",7
"5713",5,"73","346",1
"5714",4.58,"13312","234",12
"5715",5,"26332","54",31
"5716",1.83,"6508","64",63
"5721",5,"89","233",1
"5722",4.86,"68464","185",111
"5723",5,"1508","289",2
"5726",4.7,"5150","202",20
"5727",4.92,"14866","172",12
"5728",4.86,"6043","46",7
"5731",4.4,"3926","212",5
"5732",4.95,"7155","147",40
"5733",1.5,"1044","204",2
"5734",5,"4529","136",3
"5735",4.89,"2739","197",9
"5736",4.89,"50001","386",90
"5737",4.71,"2178","253",21
"5738",4.88,"923","270",8
"5739",4.88,"974","242",8
"5744",4.67,"9142","200",21
"5745",5,"989","184",10
"5746",4.83,"24767","128",30
"5747",4.8,"13136","191",30
"5748",4.96,"7538","182",24
"5749",4.51,"3687","188",37
"5750",4.62,"2629","196",32
"5751",1,"218","144",1
"5752",4.25,"1076","172",4
"5753",4.83,"4104","152",24
"5754",3.5,"2206","185",12
"5755",4.54,"9938","178",50
"5756",4,"272","160",3
"5757",0,"185","153",0
"5760",4.59,"390188","188",160
"5761",4.91,"215109","276",345
"5764",4.63,"48998","186",46
"5765",4.93,"107440","212",214
"5766",4.95,"5837","183",44
"5767",4.5,"768","119",10
"5768",4.92,"3278","224",12
"5769",4.73,"6251","266",26
"5772",4.5,"58","179",2
"5773",4,"371","211",1
"5774",5,"1989","168",20
"5775",4.76,"4265","207",29
"5776",5,"2850","267",29
"5777",4.92,"16801","68",74
"5778",4.74,"10154","233",47
"5779",4.8,"22202","74",157
