age,length,views,rate,ratings,comments
828,410,1393,4.2,5,0
828,587,1654,4.5,4,0
1013,320,4736,4.88,16,13
596,155,7951,4.81,36,31
755,453,3513,4.68,25,25
979,259,214,3.67,3,3
779,558,6674,4.47,17,17
932,130,4959,4.86,14,4
1098,643,287,0,0,1
1075,185,152,5,1,1
729,56,154681,3.68,218,144
403,289,1682,4.8,5,3
769,252,1949,3.8,10,9
1187,203,433,4.8,5,5
1175,76,283,0,0,1
1034,123,1753,5,5,4
922,572,2781,4.93,14,17
926,136,2809,0,0,8
822,151,2802,4.3,10,9
799,39,348,0,0,1
786,268,2589,5,7,8
746,50,2633,4.64,11,7
783,331,2597,3.43,7,1
941,142,956,1,2,3
1114,78,286,5,1,0
1010,505,1466,5,8,1
1123,19,518,3,2,0
1003,334,393,5,4,0
1003,247,2719,5,4,0
1115,164,263,5,1,0
1028,317,2470,4.5,4,2
738,18,1658,2.14,7,0
906,78,11872,2.08,37,17
845,536,10145,2,8,4
1034,123,3460,3.36,11,10
743,470,4690,3.92,12,7
937,17,2424,4.69,13,4
900,42,4488,2.5,8,5
1127,86,195,1,2,0
910,242,1045,5,1,1
818,15,8430,3.25,4,3
1159,123,3930,4.4,5,2
1131,210,7010,3.39,18,22
619,362,2512,4.5,6,5
1131,235,6003,4.36,11,13
818,15,9459,3.12,8,0
477,164,21834,4.87,47,24
1049,233,7118,5,7,6
724,110,7553,4.14,7,10
857,49,1019,0,0,0
754,54,66840,3.79,28,42
828,78,15245,3.07,14,39
818,52,24845,4.9,30,23
753,351,105261,3.79,122,124
697,57,44431,4.03,29,63
729,120,82893,3.71,84,101
697,568,192421,4.69,236,30
907,302,12192,4.58,19,17
835,137,11587,4.14,22,17
808,207,7059,4.1,10,11
654,112,55548,3.9,29,24
745,21,5724,4.33,9,6
396,81,24120,3,11,6
931,113,2932,2,3,6
0,164,132296,4.02,189,114
1023,42,82,0,0,0
1051,124,840,1.33,3,1
599,131,8589,4.64,14,4
1102,103,133,0,0,1
978,205,314,1,1,0
640,136,7014,4.25,8,7
912,9,908,0,0,2
1210,2913,11469,4.21,14,3
1221,717,8971,4.18,17,4
1211,3612,10907,4.2,10,2
1204,2822,729,4,1,0
1199,3130,6277,4.14,7,1
1211,2690,1520,5,2,0
1210,3672,1246,5,2,0
1211,3699,1456,4.67,6,0
1210,3507,2636,4.83,6,0
1211,4216,3482,4,11,8
1210,3361,2722,4,5,1
1211,2657,1677,5,2,0
1211,3612,1699,4.8,5,0
1154,45,906,5,3,7
1166,235,1189,5,4,7
1167,81,2656,5,3,1
1180,610,10299,5,18,5
1154,143,901,3,1,2
1167,461,27621,5,32,5
1150,86,2816,4.5,6,4
1185,307,33125,4.98,93,20
1159,598,27369,4.88,42,32
1257,182,110,4,1,1
1257,110,87,3,1,1
956,235,74334,4.77,81,45
1162,619,1253,5,1,1
1248,211,23178,4.69,42,17
1224,233,2322,4.91,23,8
1148,85,2617,4.85,13,5
1224,292,2776,4.9,21,10
1224,148,3615,4.95,19,12
1207,12,3612,5,2,7
1248,408,1733,2.82,11,1
1242,237,2075,4.93,30,16
953,207,29161,4.84,51,39
1221,269,17803,4.91,181,115
1249,160,56,5,1,0
1027,201,1481,4.33,6,1
1249,38,45,0,0,0
1253,472,15706,4.89,293,186
1249,278,70,0,0,0
989,490,15836,5,9,2
955,228,23688,4.94,18,4
1181,610,3262,5,5,3
1256,195,403,1.33,12,12
1209,610,13744,4.97,122,63
1192,610,696,5,1,2
1226,610,342,4.67,3,0
1256,610,217,5,2,0
1202,503,35142,4.95,37,37
1189,205,129059,4.99,206,213
1029,413,4616,5,1,1
1202,249,4648,4.8,10,8
482,104,9871,4.78,23,16
1119,22,865,2.5,2,0
991,33,1068,2.33,3,2
1084,29,119,0,0,0
649,142,1321,5,1,3
920,54,358,0,0,0
793,30,374,1,1,1
1185,47,132,0,0,0
1239,114,1282,4.75,4,0
1226,18,67,0,0,0
579,247,16631,4.12,73,53
1184,53,53,0,0,0
796,149,109414,4.89,263,88
865,29,346,5,1,1
1180,257,105636,5,1,0
1098,319,16584,3.56,32,48
1184,80,11860,4.56,9,2
965,209,6179,4.4,15,7
1155,7,15525,1,2,2
0,10,34615,3.43,7,4
0,10,7929,1,2,0
0,11,34093,2.88,17,1
1098,54,47649,3.75,4,4
1133,526,385,0,0,0
790,247,7429,5,8,23
732,39,60896,4.4,25,19
988,162,608,5,1,2
1136,100,412,0,0,0
1084,110,332,5,1,1
1123,83,3332,4.56,9,6
1056,30,298,0,0,0
1091,86,135,0,0,0
704,376,608,5,1,1
1084,58,75,5,1,0
724,146,27089,4,33,109
971,93,295,5,2,2
816,22,29052,3.44,39,30
1029,128,6512,4,8,14
982,81,3859,4.14,7,4
1029,304,9199,5,16,19
963,26,7337,4.5,2,1
1115,589,69370,4.89,35,41
1025,182,3192,4.89,38,38
1115,644,22939,4.79,19,2
926,516,3827,5,3,0
996,610,5785,5,1,2
851,11,14303,1,11,8
755,6,1048,5,1,3
765,15,6983,4.5,8,3
825,155,3136,2.33,15,38
899,316,5186,3.4,10,28
630,28,732,4,2,1
998,217,1107,5,1,7
617,13,1585,5,1,1
712,3,4169,2.64,11,7
407,52,131246,4.5,167,119
925,21,496,5,2,2
792,101,952,4.86,7,3
1037,215,1462,4.88,43,25
940,27,866,0,0,1
1078,120,523,5,4,1
913,181,30351,4.67,43,20
775,398,6335,5,13,4
899,211,3395,5,4,4
689,250,2162,2.67,3,1
640,16,1621,5,5,1
639,172,1567,5,3,2
830,105,439,0,0,0
632,139,16961,4.6,43,67
655,135,1420,5,4,2
607,23,111,0,0,0
799,251,653,5,2,5
864,110,3234,5,3,1
839,66,2689,4.67,6,5
834,389,8970,5,21,17
580,165,13657,4.78,9,20
963,50,954,5,1,2
525,183,2376,4.8,10,3
586,59,5700,4.17,6,16
569,62,777,5,1,1
609,96,2319,5,8,7
804,386,3709,5,2,3
866,25,140,0,0,0
1120,135,53,0,0,0
940,19,167,4,1,0
891,110,32,0,0,0
963,6,283,3,2,2
1084,123,405,5,1,0
1089,11,49,0,0,0
1147,181,3209,4.5,10,1
1190,107,41,0,0,1
954,242,600,3,2,4
817,30,680,0,0,0
630,49,1307,4,5,3
950,253,101172,4.36,22,8
1246,219,707,4.33,6,3
1001,3,13,0,0,0
841,13,367,0,0,0
507,5,5577,4,8,4
852,210,1621,5,2,1
727,17,2544,1,1,0
875,43,28581,4.44,34,25
957,395,676,4.5,4,2
1136,51,819,5,2,2
901,443,2510,2.33,3,2
1112,78,894,4.6,5,4
1196,166,57,0,0,1
491,21,3618,4.5,4,3
827,44,10387,4.18,11,4
1175,14,855,3,2,0
511,22,296,0,0,0
622,17,196,0,0,0
709,5,132,0,0,0
695,211,110501,4.72,272,584
1159,179,164,4.67,3,1
999,253,5708,4.43,7,4
1216,17,355,5,1,1
1253,186,658,5,1,6
1253,40,926,5,1,4
1249,595,679,5,2,5
1122,304,614,3,2,1
450,176,2133,3.57,14,1
1062,144,2065,4.27,11,13
1252,32,492,4.33,15,7
1255,463,1180,3.8,5,4
1247,545,4619,4.81,16,5
1254,107,265,5,1,5
1181,600,19332,3.93,29,27
1136,145,65,0,0,0
927,108,362,5,3,8
1061,240,14512,4.54,112,84
1028,286,3212,5,13,4
1136,191,34,0,0,0
1004,26,1647,5,1,1
1076,200,3316,4.31,16,32
1234,607,80,5,1,0
1249,103,322,3,2,2
1232,566,532,0,0,6
1036,32,440,5,1,3
779,311,47846,4.87,182,343
819,252,464,5,1,1
1246,138,97,5,1,0
820,82,3344,0,0,8
1177,134,589,3.67,3,3
953,370,8397,4.75,64,37
1170,3048,9177,4.82,39,1
1038,367,2481,4.4,5,9
1179,233,396,5,1,0
1188,109,255,1,2,3
1013,102,1108,4.62,8,13
919,46,1059,1,4,5
718,6,795,3,2,2
770,97,1172,1.44,9,1
826,75,18447,3.75,56,53
512,4,586,4.5,8,8
481,246,22885,4.3,30,20
913,132,11448,3.2,20,18
959,541,194,0,0,0
1038,35,114,2.5,2,3
1248,548,61,0,0,0
1254,276,1326,1,3,1
1254,145,37,1,1,0
1255,79,2019,4.5,6,4
1254,102,174,0,0,0
1255,41,163,0,0,0
1255,46,11104,3.4,5,9
1254,74,144,0,0,2
1254,135,2812,3.67,6,2
1254,157,18,0,0,0
1254,344,35,0,0,0
835,71,226,0,0,2
1254,634,1099,4.98,49,58
1254,436,64,0,0,1
1254,36,94,2,1,0
1247,107,47608,4.53,195,95
1098,316,35786,4.95,20,7
1254,124,28,1,1,0
1198,308,151,0,0,0
1254,564,169,5,2,2
1254,272,49,0,0,0
1125,93,488,5,1,1
1125,83,611,4.5,2,0
1254,88,53105,4.71,42,22
1254,348,106,5,2,6
1254,279,171,4.5,4,7
1254,297,252,5,14,18
1243,32,150,5,1,0
1254,17,4,0,0,0
1254,50,24,0,0,0
1085,89,79,0,0,0
1013,107,26567,4.55,11,23
1254,88,157,5,1,0
858,16,51678,4.25,24,22
1254,59,59,0,0,0
1254,206,794,4.9,20,16
0,132,9492,4.49,39,30
1184,5,135,0,0,0
1148,57,138,0,0,0
1253,112,202,0,0,0
914,142,1221,4,4,6
1254,102,1684,0,0,0
1149,198,194,3.67,3,0
1241,195,43,0,0,0
1254,121,57,0,0,0
1137,202,164,0,0,0
1252,442,4915,0,0,0
992,338,727,5,1,1
1253,220,29,0,0,0
1255,4,7,0,0,0
1251,182,69,0,0,0
1142,299,21556,4,9,21
724,224,168044,4.19,278,245
544,103,1237488,4.68,328,316
789,29,180281,4.38,37,2
595,59,189727,2.19,89,96
591,53,129697,1.76,74,72
881,55,4224,0,0,1
535,133,26339,3.22,9,10
541,84,11094,2.33,3,1
738,26,12654,0,0,0
961,24,3624,0,0,0
573,1538,14345,4.45,11,1
779,98,1807640,4.79,3801,1943
1077,119,10586,5,4,6
816,283,26856,4.66,38,16
571,239,92614,4.59,180,48
990,225,14876,4.23,13,4
281,236,13211,4.9,40,18
913,107,2103,5,4,1
570,256,24164,4.63,19,5
946,298,8086,4.87,15,2
849,258,12287,5,12,0
279,294,26600,4.83,58,28
366,215,20243,4.91,44,26
421,228,19635,4.6,15,8
895,209,10138,4.56,9,4
478,238,21700,4.95,19,5
574,225,30383,4.77,22,6
798,238,17771,4.92,13,6
851,374,17265,4.08,12,3
1067,246,18409,4.86,35,6
1004,62,17853,3.76,25,0
1059,43,3935,5,3,0
834,138,6797,5,4,5
811,208,6195,4.43,7,2
780,248,29440,4.69,29,5
570,100,249919,4.69,177,69
1251,10,20,0,0,0
1241,61,426,5,6,4
1251,36,59,0,0,0
1245,26,62,4,1,1
1254,19,11,0,0,0
1246,30,244,5,3,1
1251,6,33,0,0,1
1246,44,40,0,0,0
1245,48,70,0,0,0
1251,4,45,0,0,0
1254,70,382,4,1,1
1236,34,73,0,0,1
1236,14,45,5,1,0
1234,105,883,5,3,2
1251,18,32,0,0,0
1251,26,46,0,0,0
1234,9,603,5,1,1
1236,33,64,5,1,0
1241,196,7100,4.84,19,6
1241,155,4930,4,8,4
1246,306,25589,4.8,69,56
1240,289,4346,5,7,5
1116,68,4001,4.83,6,5
1241,249,3779,5,9,2
1242,22,883,5,2,0
1243,236,4136,4.38,8,0
1241,213,2922,5,9,2
1243,103,1763,5,3,4
1246,63,6283,5,5,2
1242,25,800,5,2,1
1241,223,3703,5,5,1
1246,74,4516,5,4,4
1241,271,3455,4.6,10,1
0,192,2313,5,4,1
1116,157,5293,4.92,13,2
1127,60,4866,5,7,3
961,19,10704,3,3,0
1242,38,1143,5,11,5
1241,261,4234,5,10,3
1243,159,952,5,5,3
1242,180,1039,4.94,17,8
1242,78,818,4.42,12,4
1242,201,3257,4.81,62,62
1242,100,862,5,8,7
1242,66,1237,4.83,12,15
1243,337,1274,5,7,13
1242,159,618,4.43,7,3
931,50,1460,0,0,0
1239,324,3138,4.67,9,0
1244,157,913,1,1,0
1244,375,1343,5,3,0
1245,149,1728,5,10,0
1243,30,1277,5,2,3
924,555,3310,4,5,3
1242,91,346,1,2,2
1242,102,206,1,1,0
1236,295,253,4,2,0
1219,134,152,5,3,4
1231,195,83,0,0,0
1239,276,161,5,1,1
1250,342,32,5,1,0
909,94,32825,2.62,8,6
1197,331,1784,5,8,9
1134,425,2927,4.67,12,6
1210,128,98,0,0,0
1236,231,965,5,4,3
1250,250,22,5,1,0
668,367,37746,4.92,104,47
847,7,16621,3.25,8,4
400,31,128044,4.33,120,41
1231,17,38,5,2,3
1203,163,5656,5,2,2
658,95,5865,4.92,12,5
992,41,1463,2.33,6,6
687,10,6361,2.2,10,16
970,143,1083,4,3,1
778,53,1953,5,1,4
871,16,1364,0,0,1
736,210,2217,4.69,13,9
727,39,1376,5,1,3
838,206,2249,0,0,4
844,184,3834,2.62,13,20
1039,44,1415,1,5,4
467,210,2563,3,9,10
854,22,2674,3.08,12,12
989,209,31879,4.89,44,35
842,318,351,5,1,2
1085,269,22764,4.69,89,74
989,210,30537,4.24,34,21
1138,193,1173,4.58,12,10
1191,11,587,5,1,1
1211,385,2081,4.56,25,38
1037,127,12173,4.66,44,124
1207,206,221,0,0,2
1223,284,1214,5,17,29
1181,413,2579,4.55,49,64
1212,418,499,5,6,5
1237,559,1748,4.41,17,15
1237,31,189,5,1,0
1156,270,1537,4.11,27,45
1058,55,3289,4.18,11,31
1177,459,3229,4.52,27,33
1162,466,699,3.4,5,7
1226,463,532,4.62,8,12
1090,374,4808,4.47,15,35
1162,3,375,2.33,3,2
1033,375,766,4,4,3
1234,418,645,4.7,10,11
967,525,15290,4.8,30,13
967,444,25480,4.96,69,37
962,309,6439,4.92,13,5
949,62,1223,5,4,3
998,548,2853,5,7,1
661,399,37066,4.96,96,91
950,283,7146,4.82,11,5
931,56,3104,5,3,2
967,427,3780,5,7,3
942,599,19573,4.94,36,29
1084,515,1772,5,3,1
905,592,1266,5,2,2
951,597,626,5,1,0
860,50,21039,4.4,10,2
956,537,11925,4.12,17,17
763,71,11759,4.67,6,0
1178,78,10679,4.84,25,5
1081,176,15881,4.07,29,20
774,139,10089,4.86,28,38
626,85,1130,0,0,1
769,311,10614,4.31,13,30
908,55,2421,5,2,4
599,36,7508,1.89,18,16
762,350,7811,4.21,14,18
932,21,1582,5,2,4
1081,230,7600,5,6,10
825,56,10323,3.46,13,20
810,106,3812,5,3,4
882,90,3279,4.29,7,6
1011,183,683,1,1,0
934,237,2347,3.5,4,9
986,94,383,5,3,1
813,42,1689,5,3,3
1154,559,3480,4.64,14,26
843,156,2371,4.5,4,5
887,313,5176,4,8,14
804,262,2737,4.25,4,3
648,80,12792,4.42,12,23
1033,303,3379,2,5,9
834,84,2173,3,3,3
883,428,20821,4.48,27,35
1180,34,85,0,0,0
1201,22,38,0,0,1
1215,205,95,5,1,7
1101,9,1640,4.5,10,17
1166,593,1064,4.75,16,7
1234,37,197,4.33,3,5
1180,192,1177,5,5,2
1139,112,89,5,1,2
722,273,1537,5,24,15
,,,,,
1161,32,124,5,3,6
943,206,579,0,0,0
1018,596,21399,4.63,54,114
1163,479,4831,4.5,28,49
1237,362,522,0,0,3
1190,435,470,4.8,5,4
1074,564,12621,4.63,60,60
1174,188,3477,4.64,11,18
1229,600,818,4.4,15,25
1004,570,9777,4.57,28,53
1201,19,1479,4.75,4,3
1233,28,236,0,0,0
1058,423,10302,3.43,30,151
1240,169,945,4.42,12,8
1053,81,11802,4.61,18,42
1037,597,9501,4.5,28,30
1235,600,788,4.87,15,9
1025,594,14148,4.67,43,56
1027,281,112,0,0,0
1116,353,1975,3.67,9,15
1181,153,713,5,6,4
981,59,3828,4,17,18
1116,88,2589,4.2,10,25
1171,93,10311,4.18,38,21
622,45,15460,4.89,9,2
1114,97,3493,4.6,20,53
1095,22,399,3,3,0
1117,554,135,0,0,1
1015,243,4824,5,4,3
826,395,17734,4.38,13,7
1112,196,12011,4.13,30,84
1064,130,5832,4.4,10,24
1182,30,3313,4,2,0
1179,242,4933,4.08,77,82
1166,318,1790,4.72,36,27
1190,590,1803,4.82,61,42
1190,542,1874,4.83,76,57
1189,192,1936,4.77,52,30
1096,220,13455,4.86,56,55
1237,235,431,5,1,6
1117,275,1194,2.6,5,3
1069,214,7441,4.72,78,71
1230,66,916,4,1,0
1089,369,1478,4.27,11,14
1085,258,4437,5,8,2
1182,151,918,0,0,0
1050,52,883,0,0,0
498,237,1316,2.7,10,4
584,250,904,5,5,5
402,101,279527,2.45,401,292
777,124,391,0,0,2
771,147,19242,4.39,28,0
880,234,277,5,1,1
974,118,4685,4.62,21,6
1048,145,4367,4.4,5,16
1091,206,245,5,1,1
731,28,544,0,0,1
742,191,10716,4.87,53,20
502,30,307,0,0,2
1048,232,4154,5,14,15
879,96,2625,5,10,14
1141,235,178,1,1,0
525,53,273,0,0,1
497,234,19267,4.4,75,78
1177,237,196,5,3,3
1138,315,5784,5,12,20
1139,580,3050,4.47,15,12
1160,184,5007,5,7,4
1194,660,2029,5,1,2
1138,576,2110,4.88,8,10
1146,547,2610,5,7,4
1146,556,1267,5,6,7
1194,193,2487,5,1,3
736,212,3926,4.38,13,6
810,304,47489,4.86,125,135
1162,544,735,4.33,3,6
684,150,5287,4.14,14,13
1084,46,311,4.5,2,4
1079,407,895,3.33,3,2
936,123,10222,4.95,20,11
1075,54,155,0,0,0
1006,103,9667,4.85,20,15
574,89,6216,4.2,5,49
366,285,16632,4.73,62,35
1010,92,5465,4.68,28,14
403,480,30614,4.62,87,68
627,140,18240,3.89,9,8
372,28,47127,4.65,17,32
960,64,653,5,1,0
442,194,10415,4.5,20,6
416,25,6309,3.33,9,0
495,265,54369,4.88,51,42
717,120,15954,3.33,9,9
479,239,35760,4.74,68,24
740,236,9926,3.81,16,12
748,478,6925,4.67,12,13
645,285,4320,5,6,9
737,148,2932,4,4,2
976,320,1495,4.33,6,1
664,80,1146,4.6,5,4
1090,186,3054,4.75,4,3
668,64,1028,4.33,3,1
1022,55,420,5,1,0
999,60,457,5,1,2
993,76,413,5,3,1
766,122,187,0,0,2
423,471,597,3.5,2,2
846,88,5183,5,8,7
839,169,7000,4.57,35,47
386,30,7461,4.92,39,33
632,614,263,4.75,4,1
691,475,928,4.5,2,7
803,487,127,5,2,2
765,117,3700,1,2,5
455,227,212514,4.72,299,129
927,11,285,1,1,0
804,45,1729,5,1,1
842,35,5435,2.1,10,0
934,143,6489,5,5,5
1136,106,10871,4.12,8,7
611,121,1625,5,2,0
512,34,81532,3.66,47,76
1153,138,2347,5,10,6
848,47,12571,4.71,7,9
1109,48,567,5,1,1
926,11,298,5,1,0
844,35,103638,4.25,28,39
760,129,9515,4.57,14,5
599,59,5543,5,4,9
1029,150,899,0,0,0
742,140,7150,3.67,3,1
845,143,512396,4.25,169,290
844,49,437959,4.75,208,110
1222,138,766,0,0,0
1222,34,175,0,0,0
1254,100,57,0,0,0
1222,17,11,0,0,0
1222,234,16,5,1,1
1220,107,14157,4.76,49,22
1222,51,3674,4.33,6,0
1222,530,70,0,0,0
1222,38,236,4,2,2
1222,139,42,0,0,0
1217,50,38,0,0,0
1222,253,969,5,1,0
1222,107,4304,4,3,2
1222,124,7521,4.5,8,5
1222,118,17,0,0,0
1222,133,2671,0,0,0
815,207,5743,4.38,24,41
976,117,293,5,1,1
1202,266,56,0,0,0
1125,215,55,0,0,0
1079,162,74,0,0,0
1201,118,54,0,0,0
1124,39,92,0,0,0
1231,126,22,0,0,0
1140,69,26,0,0,0
1212,99,31,0,0,0
1220,154,9,0,0,0
1164,177,96,0,0,0
1124,197,215,0,0,0
1019,291,42,0,0,0
1215,115,11,0,0,0
1010,111,97,0,0,0
1210,214,28,0,0,0
1085,161,253,5,2,0
1048,100,72,0,0,0
1148,265,42,0,0,0
1194,162,44,0,0,0
1205,102,24,0,0,0
1052,182,6769,5,15,10
990,72,67,0,0,0
716,219,527,0,0,0
1217,343,106,0,0,0
754,231,103,0,0,0
1159,217,146,5,1,0
1207,78,134,0,0,0
1183,157,84,5,1,2
1110,82,98,0,0,0
1180,160,48,0,0,0
1216,209,22,0,0,0
1216,253,17,0,0,0
1171,184,16,0,0,0
1139,20,326,0,0,0
1173,36,92,0,0,0
1234,170,30,0,0,0
1120,81,36,0,0,0
764,82,327,0,0,0
1168,103,41,0,0,0
816,59,20408,4.42,19,8
896,63,28490,4.9,21,14
1150,233,948,5,5,0
1021,67,437,0,0,0
997,69,524,5,1,0
580,191,11852,3.5,6,1
751,59,3296,3.4,5,0
1180,20,100,0,0,0
554,110,4851,5,7,8
922,60,14870,5,4,9
1003,22,529,0,0,0
1002,22,244,0,0,0
1001,22,445,0,0,0
1077,212,6867,4.85,13,2
955,71,24546,4.69,16,17
634,146,222334,3.55,292,385
695,175,30939,4.86,59,36
1114,30,1347,5,1,0
828,596,2406,4.6,5,4
809,156,1765,5,3,1
1124,628,3892,4.57,7,9
610,236,27908,4.86,109,138
809,221,2076,5,3,5
539,6,29911,4.33,9,5
873,66,4382,5,13,6
430,28,1361,0,0,0
728,181,64386,4.89,401,304
930,595,6864,5,1,0
802,226,26183,4.91,53,32
871,60,12943,3.67,6,18
659,38,1967,3.5,6,5
711,4,1247,3.67,3,1
1227,120,1474,5,2,3
358,30,1160,4.25,4,4
842,47,1471,3,2,1
569,52,1907,4.6,5,2
520,40,63700,2,27,9
740,599,12596,3.81,16,9
554,229,1741,2.17,6,0
746,49,23032,3.67,15,11
663,17,265,0,0,0
1222,166,5127,4.75,16,24
778,51,1958,3,1,0
750,70,1713,3.6,5,2
1087,189,202,5,2,9
806,63,4179,4,2,1
904,192,251,5,4,8
1105,152,102,5,1,0
1105,371,267,5,3,11
776,8,812,3.5,2,0
1226,157,81,5,1,1
1062,101,704,5,2,2
777,45,4429,5,2,16
858,74,74,0,0,1
775,32,3166,5,2,10
778,57,1484,0,0,2
1078,191,143,4.67,3,6
497,53,1873,0,0,1
775,125,9064,4.2,5,27
1106,81,15323,4.5,14,6
1103,65,16492,5,11,8
1104,335,3593,4.5,4,1
1131,270,6760,5,9,1
1103,62,10151,4.56,9,2
843,268,62055,4.89,47,51
1101,21,54097,4.76,25,40
1101,51,12141,4,8,1
1103,30,21361,4.79,24,25
1103,70,11291,5,7,10
1101,407,14583,5,11,5
1056,96,40779,4.72,40,22
1103,66,21456,5,8,10
976,216,6241,4.92,24,19
892,220,8991,4,13,11
879,244,44354,4.85,87,71
1031,193,4928,5,10,13
1127,301,3455,4.53,19,33
937,190,3309,4.44,9,11
1072,174,2012,5,11,6
1060,599,2043,4.8,5,3
1077,247,576,5,1,3
869,231,45655,4.91,134,141
1146,249,16008,4.86,29,45
903,246,71605,4.91,186,186
1004,218,19572,4.97,62,60
657,180,10990,4.78,9,12
695,333,14052,5,18,9
785,110,4672,5,3,1
882,42,1313,5,2,1
859,104,1212,5,1,1
964,62,690,5,1,0
765,279,3396,4.25,4,1
657,98,1714,0,0,0
1163,65,2469,5,2,3
1015,252,467,0,0,0
1147,396,481,5,2,1
782,34,519,0,0,2
882,50,514,0,0,0
911,93,212,0,0,0
827,145,1375,4,3,7
643,218,4979,5,8,11
896,564,1077,3,1,1
859,55,573,5,1,0
990,600,2130,2.88,8,2
1192,277,578,5,6,2
925,391,544,0,0,0
902,214,1712,4.88,8,15
886,600,442,0,0,0
927,190,3640,5,7,7
1086,312,7140,4.95,19,23
1053,279,17903,4.92,12,18
723,633,5013,4.43,7,4
1116,600,1511,4.5,2,1
1181,205,528,5,5,2
1082,138,1865,5,13,6
902,269,16343,5,27,12
1045,298,5639,5,9,16
603,129,20384,4.35,37,32
862,180,478,4.5,4,2
1216,275,117,4.67,6,3
857,158,3346,5,13,9
1172,314,633,5,2,4
1139,264,2275,4,1,0
1185,181,1356,4.86,7,7
1095,181,1816,5,2,3
1084,214,3007,4.92,13,9
870,211,1732,0,0,0
792,474,7787,5,23,17
609,299,4071,4.12,8,8
601,285,8248,4.46,26,18
828,180,5132,5,14,5
796,332,3247,4.88,8,5
645,259,8702,4.5,30,13
792,318,1788,5,10,10
1129,304,2934,4.94,18,16
1128,277,1743,5,5,6
1093,268,6997,4.96,24,20
1137,330,2059,5,5,6
997,245,6453,5,20,17
1132,247,3023,5,11,16
1123,230,4465,4.54,13,6
743,132,618,3.75,4,3
1130,280,3624,4.86,7,12
1123,204,4350,4.87,23,15
1120,169,2621,4.5,8,4
1123,293,3383,4.69,16,4
997,253,4124,5,11,15
1118,224,6859,4.86,28,43
1118,84,1088,4.75,4,7
1149,383,599,0,0,2
950,249,25874,4.89,61,74
1159,246,2636,4.88,8,5
818,300,5836,5,7,10
655,281,13143,4.75,8,30
897,35,17046,4.45,11,4
1171,311,4262,4.71,17,7
951,37,1147,0,0,0
1111,482,2499,5,2,5
1080,104,564,0,0,0
644,92,2272,4.33,3,3
624,424,11215,4.67,15,18
773,651,3211,5,5,18
413,473,7649,4.36,14,10
1026,286,114804,4.55,112,335
438,315,334,5,2,0
714,13,1508,2,1,0
1034,331,1743,4.06,17,9
863,43,15520,4.56,9,4
994,471,1298,5,3,1
987,162,249,5,1,1
891,116,498,5,1,1
988,440,302,5,1,2
1097,106,702,5,1,4
462,208,357918,3.79,525,2138
905,149,634,5,2,0
1145,153,559,5,2,4
1033,222,1483,5,2,2
1103,98,655,4,1,0
785,169,2561,5,16,16
1035,76,2056,5,3,3
1211,47,11418,4.21,53,70
1214,6,10564,2.69,16,14
1202,116,5270,3.82,17,21
1204,42,3210,5,7,16
1219,158,3205,4.2,20,15
1199,337,946,4.65,26,49
1129,136,460,5,3,1
1147,28,117,0,0,1
749,173,21636,3.41,49,121
511,203,3285,5,7,6
331,210,13938,4.81,31,20
1202,649,1495,4.2,5,18
1171,346,456,4.8,5,4
1183,146,231,0,0,0
967,599,2851,5,8,8
1176,505,421,5,1,3
1194,22,188,0,0,1
1119,299,7454,5,21,30
827,173,995,3,2,2
978,261,1365,5,2,2
1103,258,411,5,1,0
1124,70,643,2,4,4
1102,73,431,5,2,5
1034,232,343,0,0,1
1027,430,1734,5,1,0
1124,51,599,3,2,1
1071,353,55,0,0,0
866,626,450,0,0,0
1067,282,443,4.75,4,1
948,162,119,0,0,0
897,216,2082,5,1,0
1213,30,25,0,0,0
1199,447,108,5,4,2
1218,317,99,0,0,0
991,44,124,5,1,0
1003,297,10920,4.67,3,5
1192,16,40,0,0,0
1199,12,106,5,2,5
667,218,6984,5,11,11
1149,33,97,0,0,0
1218,148,90,5,2,1
1222,32,125,0,0,2
917,228,4029,3.5,6,3
1223,5,218,5,1,1
1219,108,186,5,1,0
1219,134,306,5,4,3
1218,248,54,0,0,0
1219,198,7,0,0,0
1205,87,100,5,1,2
1217,533,112,3.5,2,0
1124,114,48,0,0,1
1072,67,673,0,0,1
1082,600,7544,4.58,19,3
1256,124,5654,4.87,30,33
1257,124,91,5,1,0
1053,57,543,5,2,1
1252,51,272,5,3,2
1255,58,83,4.5,2,2
826,4,5008,4.73,15,11
1256,124,206,5,3,4
1201,147,294,5,1,1
1257,109,57,4.5,2,0
1080,114,4621,5,10,3
1051,57,76,0,0,1
1054,61,688,5,4,5
1166,58,221,0,0,0
1053,57,8805,4.69,16,43
1257,297,2607,4.73,15,3
1160,113,162,4.5,2,0
1160,80,149,0,0,2
1160,386,107,5,1,0
1256,56,927,5,8,11
1160,48,74,5,1,0
1256,597,46,0,0,0
1165,256,137,0,0,0
1243,545,507,5,6,1
1256,446,75,0,0,0
1160,262,644,5,3,5
1159,87,515,0,0,2
1176,413,52,0,0,1
1255,57,109,0,0,0
1256,86,23,4,1,0
1055,62,641,5,2,9
1256,115,784,5,7,6
1129,60,830,5,3,4
1065,57,594,0,0,8
1209,48,1815,4.83,6,2
1258,124,206,4.96,25,35
1256,124,4563,4.67,15,45
1052,57,171,0,0,3
1257,124,187,5,1,2
1257,124,63,5,1,3
1257,124,131,5,4,8
